source,reprint,full_text,day_manual,num_chron_refs,lang_orig,any_date,writing_start_month,written,dubious,dated_day,type,cancelled,reg_section,posthumous,published,_id,ent_num,dated,french_title,scraped,month_combined,more_info,english_title,month_manual,spanish_title,pub_day,year_manual,writing_start_day,writing_end_day,writing_end_month,writing_end_year,notes,writing_end_approx,Chronicle_OCR,auth,translation,dated_month,day_combined,dated_year,pub_month,pub_year,writing_start_year,title,ent_id,Misc_Txt_Index,writing_start_approx,link,german_title,M_involved,year_combined,chron_refs,sampled
ST/ME17 (Cor/It) 226.,,"To the Emancipazione del Proletario Society in Turin. [It] Alla Société “Emancipazione del Proletario,” Torino. (W) 1872: June 14. (S) ST/ME17 (Cor/It) 226. (Tr) ST/27 (Hague Cong) 342. (++) In MEW 33:490. -> 72:31.",,0,,0,,1872: June 14.,,,,,E,,,ObjectId(630af2b05e934cb195acaf28),839,,,,,In MEW 33:490. -> 72:31.,,,,,,,,,,,,,,ST/27 (Hague Cong) 342.,,,,,,,"To the Emancipazione del Proletario Society in Turin. [It] Alla Société “Emancipazione del Proletario,” Torino.",E0839,,,,,,,,
,,"To the English socialist and labor organizations. [EJ (W) 1894: Aug 6. Sent to 6 English organizations at the request of Pablo Iglesias conveying the Spanish socialists' invitation to send greetings to their coming congress. N/t. Signed. (++) In MEW 22:474; title conferred. —Addressees: Legal Eight Hours League, Social Democratic Federation, Independent Labour Party, Fabian Society, Parliamentary Committee of the Trades Union Congress, the Gas Workers and General Labourers Union—addressed “Dear Comrades,” except to the Fabian Society secy who was addressed “Dear Sir.” —> 94:32.",,0,,0,,1894: Aug 6. Sent to 6 English organizations at the request of Pablo Iglesias conveying the Spanish socialists' invitation to send greetings to their coming congress. N/t. Signed.,,,,,E,,,ObjectId(630af2b05e934cb195acaf2b),841,,,,,"In MEW 22:474; title conferred. —Addressees: Legal Eight Hours League, Social Democratic Federation, Independent Labour Party, Fabian Society, Parliamentary Committee of the Trades Union Congress, the Gas Workers and General Labourers Union—addressed “Dear Comrades,” except to the Fabian Society secy who was addressed “Dear Sir.” —> 94:32.",,,,,,,,,,,,,,,,,,,,,To the English socialist and labor organizations. [EJ,E0841,,,,,,,,
ST/ME4 (ANAC) 132; MECW 18:287.,,Bomarsund. [E] (W) 1858: Mar c.18. (P) 1858: in NAC 3:451. N/s. (S) ST/ME4 (ANAC) 132; MECW 18:287. (++) In MEW 14:283. -*58:15.,,0,,0,,1858: Mar c.18.,,,,,E,,1858: in NAC 3:451. N/s.,ObjectId(630af2b05e934cb195acaf34),85,,,,,In MEW 14:283. -*58:15.,,,,,,,,,,,,,,,,,,,,,Bomarsund.,E0085,,,,,,,,
,,"To the General Council, International Working Men’s Association. [E] (D) 1873: Apr 15; in the form of a letter; signed. (++) In MEW 18:317-18. -> 73:23.",,0,,0,,,,,,,E,,,ObjectId(630af2b05e934cb195acaf35),850,1873: Apr 15; in the form of a letter; signed.,,,,In MEW 18:317-18. -> 73:23.,,,,,,,,,,,,,,,,,,,,,"To the General Council, International Working Men’s Association.",E0850,,,,,,,,
ST/ME4 (ANAC) 133; MECW 18:143.,,Bomb ketch. [EJ (W) 1857: Oct c.5. (P) 1858: in NAC 3:452. N/s. (S) ST/ME4 (ANAC) 133; MECW 18:143. (++) In MEW 14:146. ->57:41.,,0,,0,,1857: Oct c.5.,,,,,E,,1858: in NAC 3:452. N/s.,ObjectId(630af2b05e934cb195acaf4a),87,,,,,In MEW 14:146. ->57:41.,,,,,,,,,,,,,,,,,,,,,Bomb ketch. [EJ,E0087,,,,,,,,
"ST/E2 (ALS) 11, 15; ST/ME5 (AB) 373, 376; ST/E61 (SW/H) 103, 107.",,"Trades unions. [I—II] [E] (W) 1881: May c.20. (P) May 28, June 4, in the Labour Standard. Lead articles; n/s. (S) ST/E2 (ALS) 11, 15; ST/ME5 (AB) 373, 376; ST/E61 (SW/H) 103, 107. (++) Third and fourth article in the series #E40, q.v. (++) In MEW 19:254, 257-60. —>81:25,31.",,0,,0,,1881: May c.20.,,,,,E,,"May 28, June 4, in the Labour Standard. Lead articles; n/s.",ObjectId(630af2b05e934cb195acaf4b),870,,,,,"In MEW 19:254, 257-60. —>81:25,31.",,,,,,,,,,,,,,,,,,,,,Trades unions. [I—II],E0870,,,,,,,,
MECW 12:22.,ST/ME56 (RME) 133; ST/M28 (EQ) 20.,"The Turkish question. |E] (W) 1853: Mar D. (P) Apr 1, in NYDT, #3746, p. 4cde. Lead article; n/s. (S) MECW 12:22. (Re) ST/ME56 (RME) 133; ST/M28 (EQ) 20. (++) In MEW 9:22-27. ->53:9,15.",,0,,0,,1853: Mar D.,,,,,E,,"Apr 1, in NYDT, #3746, p. 4cde. Lead article; n/s.",ObjectId(630af2b05e934cb195acaf4f),874,,,,,"In MEW 9:22-27. ->53:9,15.",,,,,,,,,,,,,,,,,,,,,The Turkish question. |E],E0874,,,,,,,,
MECW 14:588.,,"The war in Asia. [E] (W) 1856: Jan c.ll. (P) Jan 25. in NYDT, #4608, p. 4cde. Lead article; n/s. (S) MECW 14:588. (++) In MEW 11:577-83. -> 56:2.",,0,,0,,1856: Jan c.ll.,,,,,E,,"Jan 25. in NYDT, #4608, p. 4cde. Lead article; n/s.",ObjectId(630af2b05e934cb195acaf70),902,,,,,In MEW 11:577-83. -> 56:2.,,,,,,,,,,,,,,,,,,,,,The war in Asia.,E0902,,,,,,,,
,ST/ME49 (OR) 204.,"The Book of Revelation. [E] (W) No info. (P) 1883: Aug. in Progress, vol. 2, dated June-Dec. (Re) ST/ME49 (OR) 204. (++) In MEW 21:9-15. -» 83:31, 35.",,0,,0,,No info.,,,,,E,,"1883: Aug. in Progress, vol. 2, dated June-Dec.",ObjectId(630af2b05e934cb195acaf8a),93,,,,,"In MEW 21:9-15. -» 83:31, 35.",,,,,,,,,,,,,,,,,,,,,The Book of Revelation.,E0093,,,,,,,,
,,"{D&A} British diplomacy and the war. [E] (P) 1859: July 6, in NYDT, p. 4cde. Lead article; n/s. (++) Listed by Rubel; incl in the 1st edn of the Russian M&E works, but rejected for the 2nd by the IML; not in MEW.",,0,"[""English""]",1,,,true,,,,M,,"1859: July 6, in NYDT, p. 4cde. Lead article; n/s.",ObjectId(630af2b05e934cb195acaf9d),109,,,true,Jul,"Listed by Rubel; incl in the 1st edn of the Russian M&E works, but rejected for the 2nd by the IML; not in MEW.",,,,6,,,,,,,,,,,,6,,Jul,1859,,British diplomacy and the war.,M0109,,,,,true,1859,,true
"GCFI 5:418, after E’s ms; ST/26 (Hague Cong) 23, after the Int’l Herald (“GC’s resolution on the convocation and order of the day...’’).",,"Resolutions of the General Council on the convocation and the agenda of the Congress at the Hague. |E) (D) 1872: June 18. (P) June 29, in the Int’l Herald. —July 3-14, in the Volksstaat, Egalité, La Emancipaciän, La Liberté. (S) GCFI 5:418, after E’s ms; ST/26 (Hague Cong) 23, after the Int’l Herald (“GC’s resolution on the convocation and order of the day...’’). (++) In MEW 18:93-94. -> 72:31,39.",,0,,1,,,,18,,,E,,"June 29, in the Int’l Herald. —July 3-14, in the Volksstaat, Egalité, La Emancipaciän, La Liberté.",ObjectId(630af2b05e934cb195acae6d),679,1872: June 18.,,,Jun,"In MEW 18:93-94. -> 72:31,39.",,,,,,,,,,,,,,,Jun,18,1872,,,,Resolutions of the General Council on the convocation and the agenda of the Congress at the Hague. |E),E0679,,,,,,1872,,
"MECW 6:397-401; MEGA I, 6:365.",,"Reform movement in France—Banquet in Dijon. [E] (W) 1847: Dec AB. (P) Dec 18, in the Northern Star. N/s. (S) MECW 6:397-401; MEGA I, 6:365. (++) Not in MEW, which preferred to include the similar DBZ article, #E455. -> 47:57.",,0,,0,,1847: Dec AB.,,,,,E,,"Dec 18, in the Northern Star. N/s.",ObjectId(630af2b05e934cb195acae55),658,,,,,"Not in MEW, which preferred to include the similar DBZ article, #E455. -> 47:57.",,,,,,,,,,,,,,,,,,,,,Reform movement in France—Banquet in Dijon.,E0658,,,,,,,,
"MEW Eb.2:135-36, under the heading “Korrespondenz-Nachrichten aus Bremen.”",,"Relation to literature. Music. |G] Verhältnis zur Literatur. Musik. (W) 1841: Jan. (P) Jan 18, in the Morgenblatt für gebildete Leser. Signed: F.O. (Friedrich Oswald). (S) MEW Eb.2:135-36, under the heading “Korrespondenz-Nachrichten aus Bremen.” (Tr) MECW 2:158, under the heading “Reports from Bremen.” —> 41:5.",,0,,0,,1841: Jan.,,,,,E,,"Jan 18, in the Morgenblatt für gebildete Leser. Signed: F.O. (Friedrich Oswald).",ObjectId(630af2b05e934cb195acae5b),663,,,,,,,,,,,,,,,,,,,"MECW 2:158, under the heading “Reports from Bremen.” —> 41:5.",,,,,,,Relation to literature. Music. |G] Verhältnis zur Literatur. Musik.,E0663,,,,,,,,
,,"Reports from Bremen. [G] Korrespondenz-Nachrichten aus Bremen. (W) 18401841: July to Jan. (P) 1840-1841: July to Jan, plus one (the third) pubd in Aug 1841, in the Morgenblatt für gebildete Leser. Signed: F.O. [Friedrich Oswald). (++) A number of articles of a similar type (social-literary reportage) contributed by E from Bremen to a StuttgartTübingen paper. Eight such contributions were pubd. For more info, see the individual pieces, as follows in chronological order by the date of writing: A. Theater. Publishing festival (#E804); B. Literature (#E454); C. An outing to Bremerhaven (#E575); D. Rationalism and pietism (#E651); E. Shipping project. Theater. Maneuvers (#E737); F. Ecclesiastical controversy (#E233); G. Relation to literature. Music (#E663); H. Low German (#E456). -> 40:12,13,15; 41:5,15.",,0,,0,,18401841: July to Jan.,,,,,E,,"1840-1841: July to Jan, plus one (the third) pubd in Aug 1841, in the Morgenblatt für gebildete Leser. Signed: F.O. [Friedrich Oswald).",ObjectId(630af2b05e934cb195acae68),674,,,,,"A number of articles of a similar type (social-literary reportage) contributed by E from Bremen to a StuttgartTübingen paper. Eight such contributions were pubd. For more info, see the individual pieces, as follows in chronological order by the date of writing: A. Theater. Publishing festival (#E804); B. Literature (#E454); C. An outing to Bremerhaven (#E575); D. Rationalism and pietism (#E651); E. Shipping project. Theater. Maneuvers (#E737); F. Ecclesiastical controversy (#E233); G. Relation to literature. Music (#E663); H. Low German (#E456). -> 40:12,13,15; 41:5,15.",,,,,,,,,,,,,,,,,,,,,Reports from Bremen.,E0674,,,,Korrespondenz-Nachrichten aus Bremen.,,,,
,ST/ E16 (EOC) 12 (“Unpublished review for the FR”); ST/E40 (OMC) 39 (“KM on capital”).,"Review of Marx’s Capital, Volume 1, for the Fortnightly Review. [E] (W) 1868: May 22 to June 28; sent to M July 1; unpubd ms, intended to be signed by Samuel Moore. Headed: “Karl Marx on capital.” (Re) ST/ E16 (EOC) 12 (“Unpublished review for the FR”); ST/E40 (OMC) 39 (“KM on capital”). (++) In MEW 16:288-309. -> 68:27, 33, 40, 44.",,0,,0,,"1868: May 22 to June 28; sent to M July 1; unpubd ms, intended to be signed by Samuel Moore. Headed: “Karl Marx on capital.”",,,,,E,,,ObjectId(630af2b05e934cb195acae7c),692,,,,,"In MEW 16:288-309. -> 68:27, 33, 40, 44.",,,,,,,,,,,,,,,,,,,,,"Review of Marx’s Capital, Volume 1, for the Fortnightly Review.",E0692,,,,,,,,
,,"The situation in Hungary. (GJ (W) 1849: May c.5. (P) May 6, in NRZ. N/t; n/s. (Tr) MECW 9:404-5. (++) Not in MEW. -> Context in 49:23.",,0,,0,,1849: May c.5.,,,,,E,,"May 6, in NRZ. N/t; n/s.",ObjectId(630af2b05e934cb195acaebf),748,,,,,Not in MEW. -> Context in 49:23.,,,,,,,,,,,,,,MECW 9:404-5.,,,,,,,The situation in Hungary. (GJ,E0748,,,,,,,,
MEW 18:584-86.,,"-------------. Preface. [G] Vorbemerkung. (W) 1875: May. (P) Ca. May, in the pamphlet edn of the main work (#E754). (S) MEW 18:584-86. (Tr) ST/ME56 (RME) 274 (1st para), 203 (rest). -> 75:24.",,0,,0,,1875: May.,,,,,E,,"Ca. May, in the pamphlet edn of the main work (#E754).",ObjectId(630af2b05e934cb195acaec8),755,,,,,,,,,,,,,,,,,,,"ST/ME56 (RME) 274 (1st para), 203 (rest). -> 75:24.",,,,,,,-------------. Preface.,E0755,,,,Vorbemerkung.,,,,
"MEW 22:41011, after the Arbeiter-Ztg, with note on the Neue Freie Presse report. —» 93:42.",,"Speech at a Social-Democratic meeting in Vienna on September 14, 1893 (Newspaper report). [G] Rede auf einer sozialdemokratischen Versammlung in Wien am 14. September 1893 (Zeitungsbericht). (D) 1893: speech given Sep 14. (P) Sep 15, in the Neue Freie Presse; Sep 17, in Vorwärts; Sep 22, in the Arbeiter-Ztg (Vienna). (S) MEW 22:41011, after the Arbeiter-Ztg, with note on the Neue Freie Presse report. —» 93:42.",,0,,1,,,,14,,,E,,"Sep 15, in the Neue Freie Presse; Sep 17, in Vorwärts; Sep 22, in the Arbeiter-Ztg (Vienna).",ObjectId(630af2b05e934cb195acaed3),765,1893: speech given Sep 14.,,,Sep,,,,,,,,,,,,,,,,Sep,14,1893,,,,"Speech at a Social-Democratic meeting in Vienna on September 14, 1893 (Newspaper report).",E0765,,,,Rede auf einer sozialdemokratischen Versammlung in Wien am 14. September 1893 (Zeitungsbericht).,,1893,,
ST/ME4 (ANAC) 107; MECW 18:248.,,Berme. [E] (W) 1858: Jan c.28. (P) 1858: in NAC 3:175. N/s. (S) ST/ME4 (ANAC) 107; MECW 18:248. (++) In MEW 14:244. -*58:5.,,0,,0,,1858: Jan c.28.,,,,,E,,1858: in NAC 3:175. N/s.,ObjectId(630af2b05e934cb195acaee3),78,,,,,In MEW 14:244. -*58:5.,,,,,,,,,,,,,,,,,,,,,Berme.,E0078,,,,,,,,
,,"The struggle in Hungary. [G] (D) 1849: Feb 2. (P) Feb 3, in NRZ. N/s. (Tr) MECW 8:290-94. (4-4-) Not in MEW. -> 49:10.",,0,,1,,,,2,,,E,,"Feb 3, in NRZ. N/s.",ObjectId(630af2b05e934cb195acaeea),786,1849: Feb 2.,,,Feb,,,,,,,,,,,,,,,MECW 8:290-94. (4-4-) Not in MEW. -> 49:10.,Feb,2,1849,,,,The struggle in Hungary.,E0786,,,,,,1849,,
"MEW 25: 895-919; titled as at head, title conferred.",,"Supplement to Capital, Volume 3. (GJ Ergänzung und Nachtrag zum III. Buche des “Kapital.” (W) 1895: Apr-May. E set out to draft two notes, only the first of which was finished, the second remaining as a draft outline, prob unfinished even as an outline. (S) MEW 25: 895-919; titled as at head, title conferred. (Tr) ST/M6 (Cap) 3:865; ST/E40 (OMC) 157; both titled as at head. (++) E’s piece was written for initial publ in the Neue Zeit: the first part (only finished part) was pubd there in 1895, no. 1-2. The intro passage says there will be two points. For the first, see #E428; for the second (in its extant outline), see #E781. —Note that E wrote another supplementary passage for vol. 3, which, however, he inserted directly into the text, set off by brackets, and signed with his initials. It is in Chap. 27, and takes about a page: in MEW 25:518-19; trans in ST/M6 (FLPH) 3:428, in ST/M7 (Kerr) 3:518; and in ST/E40 (OMC) 187 where it has the conferred title “Insertion in Chapter XXVII. ...” -♦ 95:26.",,0,,0,,"1895: Apr-May. E set out to draft two notes, only the first of which was finished, the second remaining as a draft outline, prob unfinished even as an outline.",,,,,E,,,ObjectId(630af2b05e934cb195acaef1),791,,,,,"E’s piece was written for initial publ in the Neue Zeit: the first part (only finished part) was pubd there in 1895, no. 1-2. The intro passage says there will be two points. For the first, see #E428; for the second (in its extant outline), see #E781. —Note that E wrote another supplementary passage for vol. 3, which, however, he inserted directly into the text, set off by brackets, and signed with his initials. It is in Chap. 27, and takes about a page: in MEW 25:518-19; trans in ST/M6 (FLPH) 3:428, in ST/M7 (Kerr) 3:518; and in ST/E40 (OMC) 187 where it has the conferred title “Insertion in Chapter XXVII. ...” -♦ 95:26.",,,,,,,,,,,,,,ST/M6 (Cap) 3:865; ST/E40 (OMC) 157; both titled as at head.,,,,,,,"Supplement to Capital, Volume 3. (GJ Ergänzung und Nachtrag zum III. Buche des “Kapital.”",E0791,,,,,,,,
MEW 16:32425. -*68:53.,,To the Board of Directors of the Schiller Institute. [G] An das Direktorium der Schiller-Anstalt. (D) 1868: Sep 16. Letter of resignation; signed: F.E. (S) MEW 16:32425. -*68:53.,,0,,1,,,,16,,,E,,,ObjectId(630af2b05e934cb195acaf0e),815,1868: Sep 16. Letter of resignation; signed: F.E.,,,Sep,,,,,,,,,,,,,,,,Sep,16,1868,,,,To the Board of Directors of the Schiller Institute.,E0815,,,,An das Direktorium der Schiller-Anstalt.,,1868,,
GCFI 5:347; ST/ME17 (Cor/It) 102.,,"To the editors of Proletario Italiano. [Statement.] [It] Alla Redazione del Proletario Italiano. (W) 1871: Nov 29. (P/P) 1953, in ST/ME7 (Ausg.Br.) (S) GCFI 5:347; ST/ME17 (Cor/It) 102. (Tr) GCFI 5:501; ST/ME60 (SC) 271. (++) E annotated the date on his ms copy, plus this: ""Statement to the P.I.” —In MEW 17:468-69. -> 71:59.",,0,,0,,1871: Nov 29.,,,,,E,"1953, in ST/ME7 (Ausg.Br.)",,ObjectId(630af2b05e934cb195acaf20),831,,,,,"E annotated the date on his ms copy, plus this: ""Statement to the P.I.” —In MEW 17:468-69. -> 71:59.",,,,,,,,,,,,,,GCFI 5:501; ST/ME60 (SC) 271.,,,,,,,To the editors of Proletario Italiano. [Statement.] [It] Alla Redazione del Proletario Italiano.,E0831,,,,,,,,
MEW 22:528. ->95:22.,,To the Executive Committee of the German Workers Educational Association in London. [G] An den Vorstand des Deutschen Bildungsvereins für Arbeiter in London. (D) 1895: Mar 11. Letter; not for publ; n/t. Signed. (S) MEW 22:528. ->95:22.,,0,,1,,,,11,,,E,,,ObjectId(630af2b05e934cb195acaf2c),842,1895: Mar 11. Letter; not for publ; n/t. Signed.,,,Mar,,,,,,,,,,,,,,,,Mar,11,1895,,,,To the Executive Committee of the German Workers Educational Association in London.,E0842,,,,An den Vorstand des Deutschen Bildungsvereins für Arbeiter in London.,,1895,,
,,"To the National Committee of the Spanish Socialist Workers Party. [Sp] (W) 1892: Sep 16. Sent to addressee; not for publ. N/t. (++) In MEW 22:332-33. —E sent similar letters to the German, Austrian, and French socialists, to mobilize opinion against the policy of the English trade-union leaders on the international movement; but the other letters are not in MEW. -> 92:44.",,0,,0,,1892: Sep 16. Sent to addressee; not for publ. N/t.,,,,,E,,,ObjectId(630af2b05e934cb195acaf3c),857,,,,,"In MEW 22:332-33. —E sent similar letters to the German, Austrian, and French socialists, to mobilize opinion against the policy of the English trade-union leaders on the international movement; but the other letters are not in MEW. -> 92:44.",,,,,,,,,,,,,,,,,,,,,To the National Committee of the Spanish Socialist Workers Party.,E0857,,,,,,,,
,,"To the Organizing Committee of the International Meeting in Milan for the Right to a Job. [Fr] (D) 1891: Apr 9. Signed: F.E. (P) Apr 12, read to the Milan meeting; otherwise unpubd. N/t. (++) In MEW 22:201. -> 91:24.",,0,,1,,,,9,,,E,,"Apr 12, read to the Milan meeting; otherwise unpubd. N/t.",ObjectId(630af2b05e934cb195acaf41),861,1891: Apr 9. Signed: F.E.,,,Apr,In MEW 22:201. -> 91:24.,,,,,,,,,,,,,,,Apr,9,1891,,,,To the Organizing Committee of the International Meeting in Milan for the Right to a Job.,E0861,,,,,,1891,,
MECW 13:163-65.,,"The Turkish war. [EJ (W) 1854: Apr 24. (P) May 16, in NYDT, #4080. Lead article; n/s. (S) MECW 13:163-65. (++) Not in MEW. —Delayed in steamship transit. The NYDT added its own first para; see MECW 13:686 n.119. -> Context in 54:24.",,0,,0,,1854: Apr 24.,,,,,E,,"May 16, in NYDT, #4080. Lead article; n/s.",ObjectId(630af2b05e934cb195acaf50),874.5,,,,,Not in MEW. —Delayed in steamship transit. The NYDT added its own first para; see MECW 13:686 n.119. -> Context in 54:24.,,,,,,,,,,,,,,,,,,,,,The Turkish war. [EJ,E0874.5,,,,,,,,
,,"The 27th bulletin.—Military reports. [G] (W) 1849: Mar c.9. (P) Mar 10, in NRZ. N/s. (Tr) MECW 9:27-32. (++) Not in MEW. -> Context in 49:15.",,0,,0,,1849: Mar c.9.,,,,,E,,"Mar 10, in NRZ. N/s.",ObjectId(630af2b05e934cb195acaf53),877,,,,,Not in MEW. -> Context in 49:15.,,,,,,,,,,,,,,MECW 9:27-32.,,,,,,,The 27th bulletin.—Military reports.,E0877,,,,,,,,
MEW Eb.2:l50-60.,,"Wanderings in Lombardy. |G| Lombardische Streifzüge. (W) 1841; see note below. (P) Part I (only) Dec 4, 11, in Athenäum, in 2 installs; unfinished. Signed: Friedrich Oswald. (S) MEW Eb.2:l50-60. (Tr) MECW 2:170. ( ++) Athenäum was banned in Dec; whether E wrote a Part II is not known. —This essay describes E’s trip of May-July 1841 (see Chron.). MEW gives no info for (W); MECW states “spring,” and erroneously ascribes the trip to “mid-May.” As far as 1 know, there is no info on whether E wrote the piece on tour (as MECW implies), or on his return. —>41:12,23.",,0,,0,,"; MECW states “spring,” and erroneously ascribes the trip to “mid-May.” As far as 1 know, there is no info on whether E wrote the piece on tour (as MECW implies), or on his return. —>41:12,23.",,,,,E,,"Part I (only) Dec 4, 11, in Athenäum, in 2 installs; unfinished. Signed: Friedrich Oswald.",ObjectId(630af2b05e934cb195acaf69),897,,,,,,,,,,,,,,,,,,,MECW 2:170. ( ++) Athenäum was banned in Dec; whether E wrote a Part II is not known. —This essay describes E’s trip of May-July 1841 (see Chron.). MEW gives no info for,,,,,,,Wanderings in Lombardy. |G| Lombardische Streifzüge.,E0897,,,,,,,,
,ST/ M58 (OCM) 264-68.,"{D&A} British atrocities in India. (Untitled article] [E] (P) 1858: Apr 5, in NYDT, p. 4bcd. Lead article; n/s. (Re) ST/ M58 (OCM) 264-68. (++) Listed by Rubel; rejected by the IML, not in MEW.",,0,"[""English""]",1,,,true,,"[""Dubiosa""]",,M,,"1858: Apr 5, in NYDT, p. 4bcd. Lead article; n/s.",ObjectId(630af2b05e934cb195acaf94),100,,,true,Apr,"Listed by Rubel; rejected by the IML, not in MEW.",,,,5,,,,,,,,,,,,5,,Apr,1858,,British atrocities in India. [Untitled article],M0100,,,,,true,1858,,true
MECW 16:33.,,"British commerce and finance. [E] (D) 1858: Sep 14. (P) Oct 4, in NYDT, #5445, p. 6ab. N/s. (S) MECW 16:33. (++) In MEW 12:570-73. ->58:42.",,1,"[""English""]",1,,,,14,"[""Journalism""]",,M,,"Oct 4, in NYDT, #5445, p. 6ab. N/s.",ObjectId(630af2b05e934cb195acaf9a),106,1858: Sep 14.,,true,Sep,InMEW 12:570-73. ->58:42.,,,,4,,,,,,,,,,,Sep,14,1858,Oct,1858,,British commerce and finance.,M0106,,,,,true,1858,"[""recxQcWKPCUbJrk1C""]",true
MECW 13:184.,,"British finances. [E] (D) 1854: May 9. (P) May 23, in NYDT, #4086, p. 6cd. Signed. —May 25, in the NY Times. (S) MECW 13:184. (++) In MEW 10:223-30. -> 54:24.",,1,"[""English""]",1,,,,9,"[""Journalism""]",,M,,"May 23, in NYDT, #4086, p. 6cd. Signed. —May 25, in the NY Times.",ObjectId(630af2b05e934cb195acafa0),111,1854: May 9.,,true,May,In MEW 10:223-30. -> 54:24.,,,,23,,,,,,,,,,,May,9,1854,May,1854,,British finances.,M0111,,,,,true,1854,"[""rec0SdPAZPNY8OZeM""]",true
MECW 12:125.,"ST/ ME5 (AB) 166; ST/ME45d (OC) 31; ST/ME18 (FIWI) 14; ST/ME2 (AJ) 93; ST/M58 (OCM) 83; ST/M102 (SFE) 301; and other places. Also partial publ in a number of collections, incl %ME:SW 1:488.","The British rule in India. [E] (D) 1853: Jun 10. (P) June 25, in NYDT, #3804, p. 5cd. Signed. (S) MECW 12:125. (Re) ST/ ME5 (AB) 166; ST/ME45d (OC) 31; ST/ME18 (FIWI) 14; ST/ME2 (AJ) 93; ST/M58 (OCM) 83; ST/M102 (SFE) 301; and other places. Also partial publ in a number of collections, incl %ME:SW 1:488. (++) In MEW 9:127-33. ->53:22.",,1,"[""English""]",1,,,,10,"[""Journalism""]",,M,,"June 25, in NYDT, #3804, p. 5cd. Signed.",ObjectId(630af2b05e934cb195acafa5),115,1853: Jun 10.,,true,Jun,In MEW 9:127-33. ->53:22.,,,,25,,,,,,,,,,,Jun,10,1853,Jun,1853,,The British rule in India.,M0115,,,,,true,1853,"[""recd2CZgBcB9SDBEp""]",true
,,"The British wild-cats. |E] (D) 1857: May 1. (P) May 16, in NYDT, #5015, pp. 5f, 6a. N/s. (++) In MEW 12:198-201. —The “wild-cats” of the title are speculative companies. -> 57:20.",,1,"[""English""]",1,,,,1,,,M,,"May 16, in NYDT, #5015, pp. 5f, 6a. N/s.",ObjectId(630af2b05e934cb195acafa6),116,1857: May 1.,,true,May,In MEW 12:198-201. —The “wild-cats” of the title are speculative companies. -> 57:20.,,,,16,,,,,,,,,,,May,1,1857,May,1857,,The British wild-cats. |E],M0116,,,,,true,1857,"[""recq9nHGQXFg1D4Xe""]",true
MEW 6:524-26.,,"The revolutionary uprising in the Palatinate and Baden. [G] Die revolutionäre Erhebung in der Pfalz und in Baden. (D) 1849: June 2. (P) June 3, in Der Bote für Stadt und Land. N/t. (S) MEW 6:524-26. (Tr) MECW 9:474. -*49:30.",,0,,1,,,,2,,,E,,"June 3, in Der Bote für Stadt und Land. N/t.",ObjectId(630af2b05e934cb195acae87),701,1849: June 2.,,,Jun,,,,,,,,,,,,,,,MECW 9:474. -*49:30.,Jun,2,1849,,,,The revolutionary uprising in the Palatinate and Baden.,E0701,,,,Die revolutionäre Erhebung in der Pfalz und in Baden.,,1849,,
MEW 21:405-61.,,"The role of force in history. |G] Die Rolle der Gewalt in der Geschichte. (W) 1887-1888: Dec D to Mar; unfinished ms; n/t. (See note below.) (P/P) 1896, in the Neue Zeit, Ig. 14, Bd. 1, no. 22-26, titled “Gewalt und Ökonomie bei der Herstellung des neuen Deutschen Reichs” (Force and economics in the establishment of the new German empire), ed by E. Bernstein. —1946, as a book, titled Ueber die Gewaltstheorie (On the force theory] (plus the previous title as subtitle—see ST/E68); the first part of the book was an extract from #E23 (Anti-Dühring). (S) MEW 21:405-61. (Tr) ME.SW 3:377; ST/E57. (++) E originally started drafting this as the fourth chapter of a work whose first three chapters would be constituted by the three chapters in Anti-Dühring on the “Force theory” (viz.. Chaps. 2-4 of Part II). -♦ 86:48; 87:48; 88:4,13.",,0,,0,,1887-1888: Dec D to Mar; unfinished ms; n/t. (See note below.),,,,,E,"1896, in the Neue Zeit, Ig. 14, Bd. 1, no. 22-26, titled “Gewalt und Ökonomie bei der Herstellung des neuen Deutschen Reichs” (Force and economics in the establishment of the new German empire), ed by E. Bernstein. —1946, as a book, titled Ueber die Gewaltstheorie (On the force theory] (plus the previous title as subtitle—see ST/E68); the first part of the book was an extract from #E23 (Anti-Dühring).",,ObjectId(630af2b05e934cb195acae8b),705,,,,,"E originally started drafting this as the fourth chapter of a work whose first three chapters would be constituted by the three chapters in Anti-Dühring on the “Force theory” (viz.. Chaps. 2-4 of Part II). -♦ 86:48; 87:48; 88:4,13.",,,,,,,,,,,,,,ME.SW 3:377; ST/E57.,,,,,,,The role of force in history. |G] Die Rolle der Gewalt in der Geschichte.,E0705,,,,,,,,
