annos,at_created,chron_section,Notebooks_Marx,entry_id_clean,about,entry_id_base,E,start_approx,_id,meet,notes,published_in,reading,entry_id,writing,where,social_network,year,day_end,id,pub,not_in_chronicle,interaction_with,visit,labeled,manual_label,ME_Register,at_id,header,category,entry_num,month_start,travel,Register_ref,03_Register_auto,month_end,M,len,header_id,end_approx,book,meeting_of,read,ME_Register_auto,Entities,day_start,write,ME_Cyclopedia_id,text
,2020-12-17T01:44:33.000Z,NOVEMBER,,52_47.0,,52_47,checked,,ObjectId(6311812eb9368b44567ee75b),false,,,,52_47_1671,,,,1852,,1671,false,,,false,true,,,recMVdjRWxFvXnd7b,47.    W&P AFTER THE Trial.,"Letter,Publication",,Nov,false,,,,checked,60,47,,,,,,,16,true,52:47,M asks E to write an article on the trial for NYDT [—* :54).
,2020-12-19T05:43:17.000Z,NOVEMBER,,52_47.2,,52_47,checked,,ObjectId(6311812eb9368b44567ee75c),false,,,,52_47_1673,,,,1852,29,1673,true,,"Freiligrath_Ferdinand,Wolff_Wilhelm",false,true,,,rec6BpUJeo4bg2V4m,47.    W&P AFTER THE Trial.,Publication,,Nov,false,,,Nov,checked,99,47,,,,,,,20,false,52:47,"The Morning Advertiser pubs a statement on the trial (#ME58) signed by M, E, Freiligrath, W. Wolff."
,2020-12-17T01:44:33.000Z,NOVEMBER,,52_47.1,,52_47,,,ObjectId(6311812eb9368b44567ee75d),false,,,,52_47_1672,,,,1852,2,1672,false,,Schabelitz_Jakob Lukas,false,false,,,recDkYyr5Oi9Lot4Z,47.    W&P AFTER THE Trial.,"Writing,Legal Issues",,Nov,false,,,Dec,checked,297,47,,,,,,,CD,false,52:47,"M works on a pamphlet on the Cologne trial (#M762) [<-:40], incl new material on the evidence. He contacts Schabelitz (in Basel) for publ [—► :50). The Prussian police hear of the coming pamphlet, give advance orders for its seizure, and try to line up the Belgian and other police to do the same."
,2020-12-19T05:43:09.000Z,NOVEMBER,,52_47.3,,52_47,,,ObjectId(6311812eb9368b44567ee75e),false,,,,52_47_1674,,,,1852,,1674,false,,"Freiligrath_Ferdinand,Jones_Ernest Charles",false,false,,,recwSIyPxdMHnhw45,47.    W&P AFTER THE Trial.,"Legal Issues,Publication",,Nov,false,,,,checked,222,47,,,,,,,D,false,52:47,"M drafts an appeal for material support to the Cologne prisoners and their families, and forms an aid comm with Freiligrath as treasurer. The appeal is signed by 20 people, incl E. Jones [-» :50]. (For text, cf MEW 8:602.)"
,2020-12-17T01:44:33.000Z,NOVEMBER,,52_48.0,,52_48,,checked,ObjectId(6311812eb9368b44567ee75f),true,,,,52_48_1675,,,checked,1852,,1675,false,,Vehse_Karl Eduard,false,true,,,recz4D268CN0wVm8t,48. Contacts,In-Person Meeting,,Nov,false,,,,checked,60,48,,,,,,,"3, 9",false,52:48,"M meets with Vehse [<- :27], who leaves London on the ninth."
,2020-12-19T05:44:12.000Z,NOVEMBER,,52_48.2,,52_48,,,ObjectId(6311812eb9368b44567ee760),true,,,,52_48_1677,,,,1852,,1677,false,,Weerth_Georg,false,true,,,recgFawRCv0uUYPvw,48. Contacts,In-Person Meeting,,Nov,false,,,,checked,57,48,,,,,,,"28, 30",false,52:48,"M meets with Weerth, who is going off to the West Indies."
,2020-12-19T05:44:04.000Z,NOVEMBER,,52_48.1,,52_48,,,ObjectId(6311812eb9368b44567ee761),false,,,,52_48_1676,,,,1852,,1676,false,,Blind_Karl,false,false,,,rec4fEGEDDuU1Vcab,48. Contacts,In-Person Meeting,,Nov,false,,,Dec,checked,75,48,,,,,,,M,false,52:48,"M has several meetings with K. Blind, who has moved from Belgium to London."
,2020-12-17T01:44:33.000Z,NOVEMBER,,52_49.0,,52_49,,,ObjectId(6311812eb9368b44567ee762),false,,,,52_49_1678,,,,1852,-29,1678,true,,,false,true,,,recVqE7vWMe34WV9L,49.    W&P.,Publication,,Nov,false,,"M_645,M_670,M_672,M_62",,checked,125,49,,,,,,,1,false,52:49,"NYDT pubs four articles written by M, on the looming economic crisis, English political affairs, etc. (#M645, 670, 62, 672). "
,2020-12-17T01:44:33.000Z,NOVEMBER,,52_49.1,,52_49,checked,,ObjectId(6311812eb9368b44567ee763),false,,,,52_49_1679,,,,1852,,1679,false,,Weydemeyer_Joseph,false,false,,,recIC9tFpSJTtzy3q,49.    W&P.,Publication,,Nov,false,,,,,101,49,,,,,,,15,false,52:49,One of the articles on England that E wrote for Weydemeyer [«- :4] is pubd in the NY Tum-Ztg (#E241).
,2020-12-19T05:44:28.000Z,NOVEMBER,,52_49.2,"Bangya_Johann (Jânos),Collmann",52_49,,checked,ObjectId(6311812eb9368b44567ee764),false,,,,52_49_1680,,,,1852,,1680,false,,Weerth_Georg,false,true,,,recKb8qBBO2fObA1V,49.    W&P.,"Publication,Letter",,Nov,false,,,,checked,103,49,,,,,,,26,true,52:49,"Weerth writes M that another bookdealer named by Bangya, Collmann of Berlin, is not traceable [—► :51J."
,2020-12-17T01:44:33.000Z,DECEMBER,,52_50.0,,52_50,,,ObjectId(6311812eb9368b44567ee765),false,,,,52_50_1681,,,,1852,,1681,true,,Schabelitz_Jakob Lukas,false,true,,,recHGOUfI4P8U777P,50. Defense Pamphlet,Publication,,Dec,false,,,,checked,94,50,,,,,,,1,false,52:50,The pub’r Schabelitz (in Basel) asks M to send him his pamphlet on the Cologne trial [«- :47|.
,2020-12-17T01:44:33.000Z,DECEMBER,,52_50.1,,52_50,,,ObjectId(6311812eb9368b44567ee766),false,,,,52_50_1682,,,,1852,,1682,false,,,false,false,,,rec9IV7t1kXsj93R3,50. Defense Pamphlet,Writing,,Dec,false,,,,checked,103,50,,,,,,,2,false,52:50,M finishes dictating a clean copy of his Revelations concerning the Communist trial in Cologne (#M762).
,2020-12-17T01:44:33.000Z,DECEMBER,,52_50.2,,52_50,,,ObjectId(6311812eb9368b44567ee767),false,,,,52_50_1683,,,,1852,,1683,false,,Schabelitz_Jakob Lukas,false,false,,,rec5Fd08Q1wTuDLZU,50. Defense Pamphlet,"Letter,Publication",,Dec,false,,,,checked,38,50,,,,,,,6,false,52:50,M sends the ms to Schabelitz for publ.
,2020-12-17T01:44:33.000Z,DECEMBER,,52_50.3,,52_50,,,ObjectId(6311812eb9368b44567ee768),false,,,,52_50_1684,,,,1852,,1684,false,,Cluss_Adolf,false,false,,,recEDThTgShXp6RSS,50. Defense Pamphlet,"Publication,Letter",,Dec,false,,,,checked,140,50,,,,,,,7,false,52:50,"M sends a copy of the ms to Cluss (in the US), also a copy of the appeal for aid to the Cologne victims [«-:47], now dated Dec 7 [-* 53:4). "
,2020-12-17T01:44:33.000Z,DECEMBER,,52_50.4,,52_50,,,ObjectId(6311812eb9368b44567ee769),false,,,,52_50_1685,,,,1852,,1685,false,,Schabelitz_Jakob Lukas,false,true,,,recfnlA5fsbV3Za2L,50. Defense Pamphlet,"Letter,Publication",,Dec,false,,,,checked,74,50,,,,,,,11,true,52:50,Scbabelitz writes M that the printing of the pamphlet has begun |—> 53:5].
,2020-12-17T01:44:33.000Z,DECEMBER,,52_51.0,,52_51,,,ObjectId(6311812eb9368b44567ee76a),false,,,,52_51_1686,,,,1852,,1686,false,,Bangya_Johann (Jânos),false,true,,,recPpJf722z5SxW0K,51.    Bangya Affair Ends.,Letter,,Dec,false,,"ME_72,M_267",,checked,251,51,,,,,,,3,true,52:51,"M writes Bangya demanding an accounting on the delay in publishing the Great men pamphlet (#ME72) [«- :42], and asking for info on the various (nonexistent) publishers named by Bangya. Bangya replies the same day, promising clarification; “trust me."" "
,2020-12-17T01:44:33.000Z,DECEMBER,,52_51.1,Bangya_Johann (Jânos),52_51,,,ObjectId(6311812eb9368b44567ee76b),false,,,,52_51_1687,,,,1852,,1687,false,,Zerffi_Gustav,false,true,,,recApyojYxFbUL1N6,51.    Bangya Affair Ends.,Letter,,Dec,false,,,,checked,44,51,,,,,,,24,true,52:51,M writes to Zerffi about the Bangya problem.
,2020-12-17T01:44:33.000Z,DECEMBER,,52_51.2,Bangya_Johann (Jânos),52_51,,,ObjectId(6311812eb9368b44567ee76c),false,,,,52_51_1688,,,,1852,,1688,false,,Zerffi_Gustav,false,false,,,recX2TnrYtcKKiBt3,51.    Bangya Affair Ends.,"Letter,Legal Issues",,Dec,false,,,,checked,101,51,,,,,,,27,false,52:51,Zerffi replies that Bangya has long had relations with the Prussian police and prob gave them the ms.
,2020-12-17T01:44:33.000Z,DECEMBER,,52_51.3,Bangya_Johann (Jânos),52_51,,,ObjectId(6311812eb9368b44567ee76d),false,,,,52_51_1689,,,,1852,,1689,false,,Zerffi_Gustav,false,true,,,recL3pNyDZ5ORfKSN,51.    Bangya Affair Ends.,"Letter,Publication",,Dec,false,,,,checked,113,51,,,,,,,28,true,52:51,"M writes Zerffi that he prefers not to expose Bangya right now, before the publ of the Cologne defense pamphlet. "
,2020-12-17T01:44:33.000Z,DECEMBER,,52_51.4,"Bangya_Johann (Jânos),Zerffi_Gustav",52_51,,,ObjectId(6311812eb9368b44567ee76e),false,,,,52_51_1690,,,,1852,,1690,false,,Szemere_Bertalan,false,false,,,reccjSFbzSqPLihcA,51.    Bangya Affair Ends.,Letter,,Dec,false,,,,checked,181,51,,,,,,,30,false,52:51,"Szemere, in his first letter to M, warns against both Bangya and Zerffi, who “at most are good only to get something from the enemy camp.“ Szemere praises The 18th Brumaire (#M267)."
,2020-12-17T01:44:33.000Z,DECEMBER,,52_52.0,"Bonaparte_Louis Napoleon,Mazzini_Giuseppe,Kossuth_Lajos (Louis)",52_52,,,ObjectId(6311812eb9368b44567ee76f),false,,,,52_52_1691,,,,1852,,1691,true,,,false,true,,,rec8bnZvABRL3kP8G,52.    The Affair of Kossuth’s “Secretary.”,Publication,,Dec,false,,"M_435,M_533,M_740",,checked,246,52,,,,,,,1,false,52:52,NYDT pubs a letter to the editor by M (#M435) on the piece pubd Oct 19 (#M533) re relations with Bonaparte by Mazzini and Kossuth supporters. M denounces attacks by the “crypto-Royalists” and stresses he was not attacking Kossuth but warning him.
,2020-12-17T01:44:33.000Z,DECEMBER,,52_52.3,,52_52,,,ObjectId(6311812eb9368b44567ee770),false,,,,52_52_1694,,,,1852,,1694,false,,Kossuth_Lajos (Louis),false,false,,,recYOzfaoG4yj3R0u,52.    The Affair of Kossuth’s “Secretary.”,"Letter,Publication",,Dec,false,,,,checked,69,52,,,,,,,14,false,52:52,M sends a letter to NYDT (#M740) quoting Kossuth’s reply; pubd fan 4.
,2020-12-19T05:45:18.000Z,DECEMBER,,52_52.1,,52_52,,,ObjectId(6311812eb9368b44567ee771),false,,,,52_52_1692,,,,1852,,1692,false,,"Cluss_Adolf,Kossuth_Lajos (Louis)",false,false,,,rec0ELuWX11xIuCDE,52.    The Affair of Kossuth’s “Secretary.”,Letter,,Dec,false,,,,checked,95,52,,,,,,,A,false,52:52,"M receives from Cluss (in the US) an open letter by a self-styled secy to Kossuth, attacking M."
,2020-12-19T05:45:38.000Z,DECEMBER,,52_52.2,,52_52,,,ObjectId(6311812eb9368b44567ee772),false,,,,52_52_1693,,,,1852,,1693,false,,"Kossuth_Lajos (Louis),Bangya_Johann (Jânos)",false,false,,,reczFcpcDQOHWJtBs,52.    The Affair of Kossuth’s “Secretary.”,Letter,,Dec,false,,,,checked,185,52,,,,,,,AB,false,52:52,"M sends his original piece (#M533) to Kossuth (in London, via Bangya) and requests his stand on the “secretary.” Kossuth replies he has no secy in America and thanks M for the warning. "
,2020-12-17T01:44:33.000Z,DECEMBER,,52_53.0,,52_53,,,ObjectId(6311812eb9368b44567ee773),false,,,,52_53_1695,,,,1852,,1695,false,,Cluss_Adolf,false,true,,,recvhiK11UXTffM8Z,53.    Economica.,"Letter,Publication",,Dec,false,,,,checked,130,53,,,,,,,7,true,52:53,M writes (to Cluss) that the Cologne trial has totally eliminated the possibility of getting a publisher for his opus (cf +- :37).
,2020-12-17T01:44:33.000Z,DECEMBER,,52_54.0,,52_54,,,ObjectId(6311812eb9368b44567ee774),false,,,,52_54_1696,,,,1852,,1696,false,,Pieper_Wilhelm,false,true,,,recoXF9Tsjp6zJTS0,54. W&P.,"Writing,Publication",,Dec,false,,"M_635,M_267",,checked,102,54,,,,,,,"10, 28",true,52:54,M writes an article for NYDT on English politics (#M635) and has it translated by Pieper; pubd Dec 28.
,2020-12-19T05:46:12.000Z,DECEMBER,,52_54.1,,52_54,,,ObjectId(6311812eb9368b44567ee775),false,,,,52_54_1697,,,,1852,,1697,false,,Jones_Ernest Charles,false,false,,,rec0efatOLEPN1iO8,54. W&P.,Publication,,Dec,false,,,,checked,105,54,,The 18th Brumaire of Louis Bonaparte,,,,,"11, 18",false,52:54,"In two issues of his People’s Paper, Jones promises publ of M’s 18th Brumaire (but it will not be pubd). "
,2020-12-17T01:44:33.000Z,DECEMBER,,52_54.2,,52_54,checked,,ObjectId(6311812eb9368b44567ee776),false,,,,52_54_1698,,,,1852,,1698,false,,,false,false,,,rec6JKI5sBVeM9z9s,54. W&P.,Publication,,Dec,false,,M_267,,,79,54,,,,,,,22,false,52:54,"E’s article on the Cologne trial [«- :47), sent Dec 1, is pubd in NYDT (#E423)."
,2020-12-19T05:46:39.000Z,DECEMBER,,52_55.1,,52_55,,checked,ObjectId(6311812eb9368b44567ee777),false,,,,52_55_1700,,,,1852,,1700,false,,"Lassalle_Ferdinand,Herwegh_Georg",false,false,,,rec4veU4gIDT8DbIw,55. Personal.,Financial,,Dec,false,,,,checked,82,55,,,,,,,20,false,52:55,"M asks Lassalle to send money to Herwegh (in Zurich), who is in financial straits."
,2020-12-17T01:44:33.000Z,DECEMBER,,52_55.0,,52_55,checked,,ObjectId(6311812eb9368b44567ee778),false,,,,52_55_1699,,,,1852,10,1699,false,,,true,true,,,recpqraLZgPUvNLmP,55. Personal.,In-Person Meeting,,Dec,false,,,Jan,checked,55,55,,,,,,,M,false,52:55,E visits M in London (KMC dates: Dec c.23 to Jan c.10).
,2020-12-17T01:44:33.000Z,JANUARY,,53_4.0,,53_4,,,ObjectId(6311812eb9368b44567ee779),false,,,,53_4_1707,,,,1853,,1707,false,,"Cluss_Adolf,Weydemeyer_Joseph",false,false,,,recp2Vrm5sIYDlwEA,4. Political Affairs,"Letter,Legal Issues,Financial",,Jan,false,,,Feb,checked,137,4,,,,,,,,false,53:4,M corresponds with Cluss and Weydemeyer (in the US) about collecting a material-aid fund in America for the victims of the Cologne trial.
,2020-12-19T05:48:06.000Z,JANUARY,,53_4.2,,53_4,,,ObjectId(6311812eb9368b44567ee77a),false,,,,53_4_1709,,,,1853,,1709,false,,Steffen_Wilhelm,false,false,,,recqPOzcHYx67NoHQ,4. Political Affairs,In-Person Meeting,,Jan,false,,,,checked,311,4,,,,,,,,false,53:4,"M makes the acquaintance of the Prussian ex-lieutenant Steffen, of Cologne, whom Freiligrath gave a recommendatory letter on Jan 2. (M will see Steffen often until July D; he performs various services for M. When Steffen moves to Chester in Aug, M will remain in correspondence with him for the following year.)"
,2020-12-17T01:44:33.000Z,JANUARY,,53_4.1,,53_4,,,ObjectId(6311812eb9368b44567ee77b),false,,,,53_4_1708,,,,1853,,1708,false,,Cluss_Adolf,false,false,,,recfBy4RjPTe7uTz1,4. Political Affairs,"Financial,Publication",,Jan,false,,,,checked,154,4,,,,,,,10,false,53:4,Cluss sends out to the German-American press the appeal for aid to the Cologne victims which M has sent [«— :50). (It will be pubd in a couple of papers.)
,2020-12-17T01:44:33.000Z,JANUARY,,53_5.0,,53_5,,,ObjectId(6311812eb9368b44567ee77c),false,,,,53_5_1710,,,,1853,,1710,false,,Cluss_Adolf,false,false,,,recWmsUFCmcgFiyTX,5. W&P.,Letter,,Jan,false,,"M_228,M_740,M_868",Mar,checked,116,5,,,,,,,,false,53:5,M corresponds with Cluss (in the US) on the possibility of an American edn of the Cologne defense pamphlet [-» :15).
,2020-12-19T05:48:37.000Z,JANUARY,,53_5.3,,53_5,,,ObjectId(6311812eb9368b44567ee77d),false,,,,53_5_1713,,,,1853,,1713,true,,Kossuth_Lajos (Louis),false,true,,,recM9HxcqMLShZ5kR,5. W&P.,Publication,,Jan,false,,,,checked,153,5,,,,,,,,false,53:5,"M’s reply to Kossuth’s “secretary” (#M740) («- 52:52) is pubd in NYDT on Jan 4. NYDT pubs two other articles on English politics this month (#M228, 868)."
,2020-12-17T01:44:33.000Z,JANUARY,,53_5.1,,53_5,,,ObjectId(6311812eb9368b44567ee77e),false,,,,53_5_1711,,,,1853,,1711,false,,Schabelitz_Jakob Lukas,false,false,,,rec8dbUIVKF2U44pa,5. W&P.,Publication,,Jan,false,,,,checked,77,5,,,,,,,11,false,53:5,Schabelitz (in Basel) completes the printing of the defense pamphlet (#M762).
,2020-12-19T05:48:29.000Z,JANUARY,,53_5.2,,53_5,,,ObjectId(6311812eb9368b44567ee77f),false,,,,53_5_1712,,,,1853,,1712,false,,,false,false,,,recxe1uXqkfi9c0uM,5. W&P.,Publication,,Jan,false,,,,checked,42,5,,,,,,,CD,false,53:5,The pamphlet comes off the press in Basel.
,2020-12-17T01:44:33.000Z,JANUARY,,53_6.0,,53_6,checked,,ObjectId(6311812eb9368b44567ee780),false,,,checked,53_6_1714,,,,1853,,1714,false,,,false,false,,,recnL4ZazyPB2Om1N,6. Economica and Other Studies.,Reading/Study,,Jan,false,,,Mar,checked,178,6,,,,,,,,false,53:6,"M studies the theory of money and other questions of polit eco, also the history of culture, and history of the Slavs. (For details, see —> :49-55.) For E’s studies, see «- 52:2."
,2020-12-17T01:44:33.000Z,FEBRUARY,,53_7.0,,53_7,,,ObjectId(6311812eb9368b44567ee781),false,,,,53_7_1715,,,,1853,,1715,false,,Jones_Ernest Charles,false,false,,,recBohknq4tFEub4J,7.   Political Affairs.,Group Meeting,,Feb,false,,,,checked,108,7,,,,,,,12,false,53:7,"Through E. Jones, M gets an invitation from the Chartist exec to attend a public Chartist meeting on Feb 22."
,2020-12-19T05:49:11.000Z,FEBRUARY,,53_7.1,Bangya_Johann (Jânos),53_7,,,ObjectId(6311812eb9368b44567ee782),false,,,,53_7_1716,,,,1853,,1716,false,,Zerffi_Gustav,true,true,,,recvzdbdM9kN7zU5C,7.   Political Affairs.,In-Person Meeting,,Feb,false,,,,checked,92,7,,,,,,,M,false,53:7,"M is visited a number of times by Zerffi, who tells of Bangya’s activity as a spy [<-52:51)."
,2020-12-17T01:44:33.000Z,FEBRUARY,,53_8.0,,53_8,,,ObjectId(6311812eb9368b44567ee783),false,,,,53_8_1717,,,,1853,,1717,false,,,false,false,,,reckyQ6L4znAafHtg,8. NYDT Articles.,Publication,,Feb,false,,"M_423,M_674,M_230,M_271,M_135",,checked,42,8,,,,,,,,false,53:8,"Five articles pubd this month, as follows."
,2020-12-19T05:49:30.000Z,FEBRUARY,,53_8.1,,53_8,,,ObjectId(6311812eb9368b44567ee784),false,,,,53_8_1718,,,,1853,,1718,false,,,false,false,,,recMXvxPfXkAkq7mh,8. NYDT Articles.,Publication,,Feb,false,,,,checked,71,8,,,,,,,"2, 23",false,53:8,"Two articles on English politics and economic conditions (#M674, 230). "
,2020-12-17T01:44:33.000Z,FEBRUARY,,53_8.2,,53_8,,,ObjectId(6311812eb9368b44567ee785),false,,,,53_8_1719,,,,1853,,1719,false,,,false,false,,,reczmbCK7AwgZN49X,8. NYDT Articles.,Publication,,Feb,false,,,,checked,86,8,,,,,,,9,false,53:8,"Another, with an important section on “The Duchess of Sutherland and slavery” (#M271)."
,2020-12-17T01:44:33.000Z,FEBRUARY,,53_8.3,,53_8,,,ObjectId(6311812eb9368b44567ee786),false,,,,53_8_1720,,,,1853,,1720,false,,,false,false,,,recdmehVHDuyheNsR,8. NYDT Articles.,Publication,,Feb,false,,,,checked,86,8,,,,,,,18,false,53:8,"Another ditto (#M135), the first article for NYDT written by M in English, on Jan 28. "
,2020-12-17T01:44:33.000Z,FEBRUARY,,53_8.4,,53_8,,,ObjectId(6311812eb9368b44567ee787),false,,,,53_8_1721,,,,1853,,1721,false,,,false,false,,,rec5iz0JXZXsVUJ6D,8. NYDT Articles.,Publication,,Feb,false,,,,checked,51,8,,,,,,,25,false,53:8,First article on the insurrection in Milan (#M423).
,2020-12-17T01:44:33.000Z,MARCH,,53_9.0,,53_9,checked,,ObjectId(6311812eb9368b44567ee788),false,,,,53_9_1722,,,,1853,A,1722,false,,,false,true,,,recFAamGf0ISuBlTr,9. Political Affairs.,"Letter,Publication",,Mar,false,,,Apr,checked,270,9,,,,,,,,true,53:9,"In view of the sharpening antagonisms between Russia and the Western powers over the Balkans and the Middle East (the “Eastern Question”), M&E exchange letters discussing their opinions. At M’s request E writes articles which will appear in NYDT during Apr (#E654, 874)."
,2020-12-17T01:44:33.000Z,MARCH,,53_10.0,"Urquhart_David,Palmerston_Henry John Temple Lord",53_10,checked,,ObjectId(6311812eb9368b44567ee789),false,,,checked,53_10_1723,,,,1853,,1723,false,,,false,false,,,rec4SMbQc4eoiXhGR,10.    Urquhart.,"Letter,Reading/Study",,Mar,false,,,,checked,256,10,,,,Urquhart_David,,,9,false,53:10,"E calls M's attention to a book by Urquhart he has just read, Turkey and its resources (1833). E gives a thumbnail sketch of the book's cranky ideas on Islam, etc., and calls Urquhart “this crazy M.P. who claims that Palmerston is paid by Russia” [-► :15)."
,2020-12-17T01:44:33.000Z,MARCH,,53_11.3,Kossuth_Lajos (Louis),53_11,,,ObjectId(6311812eb9368b44567ee78a),false,,,,53_11_1727,,,,1853,,1727,true,,,false,true,,,recomjlLe0IdrAT5h,11.  W&P.,Publication,,Mar,false,,,,checked,156,11,,,,,,,,false,53:11,"NYDT pubs three articles on Continental affairs and English politics, incl two dealing with the Milan insurrection and the role of Kossuth (#M59, 641, 320)."
,2020-12-17T01:44:33.000Z,MARCH,,53_11.0,,53_11,,,ObjectId(6311812eb9368b44567ee78b),false,,,,53_11_1724,,,,1853,,1724,false,,Schabelitz_Jakob Lukas,false,true,,,recqhaC6OmiBIdbuG,11.  W&P.,"Letter,Legal Issues",,Mar,false,,"M_641,M_271,M_59",,checked,219,11,,,,,,,7,true,53:11,"Pub’r Schabelitz (in Basel) writes M that 2000 copies of an extra order for the Cologne “Revelations” pamphlet (#M762), printed for Germany, have been seized by police in a border village between Switzerland and Baden. "
,2020-12-17T01:44:33.000Z,MARCH,,53_11.1,,53_11,,,ObjectId(6311812eb9368b44567ee78c),false,,,,53_11_1725,,,,1853,,1725,false,,,false,false,,,recF9uqgUggXi6pvY,11.  W&P.,Publication,,Mar,false,,,,checked,86,11,,,,,,,12,false,53:11,People's Paper reprints M’s article on Sutherland and slavery (part of #M271) [<- :8).
,2020-12-17T01:44:33.000Z,MARCH,,53_11.2,,53_11,,,ObjectId(6311812eb9368b44567ee78d),false,,,,53_11_1726,,,,1853,,1726,false,,Cluss_Adolf,false,false,,,recrk6wCSrDUqgQ58,11.  W&P.,"Letter,Publication",,Mar,false,,,,checked,122,11,,,,,,,25,false,53:11,M hears from Cluss (Mar 6) that the “Revelations” pamphlet (#M762) will be pubd in the Boston Neu-Engfand-Ztg [-►    :15].
,2020-12-17T01:44:33.000Z,MARCH,,53_12.0,,53_12,,checked,ObjectId(6311812eb9368b44567ee78e),false,,,,53_12_1728,,,,1853,10,1728,false,,,false,false,,,rec461HFAsDRcuIqg,12. Personal (M).,Health,,Mar,false,,,Mar,checked,39,12,,,,,,,7,false,53:12,M is ill with a bad liver inflammation.
,2020-12-17T01:44:33.000Z,MARCH,,53_12.1,,53_12,,,ObjectId(6311812eb9368b44567ee78f),false,,,,53_12_1729,,,,1853,,1729,false,,Engels_Friedrich,false,true,,,recKORyAXbC7NPfva,12. Personal (M).,Health,,Mar,false,,,,checked,41,12,,,,,,,10,true,53:12,M writes E: “I came near to croaking....”
,2020-12-17T01:44:33.000Z,MARCH,,53_13.0,,53_13,checked,,ObjectId(6311812eb9368b44567ee790),false,,,,53_13_1730,,,,1853,,1730,false,,,false,true,,,recmJkpWitWc9Dz1N,13.    Personal (E).,"Financial,Letter",,Mar,false,,,,checked,200,13,,,,,,,9,true,53:13,"E writes M that he is financially “in a tight fix”; that he will move to cheaper lodgings in about a week, and reform his lifestyle to cut down expenses, at least until his father comes to Manchester."
,2020-12-17T01:44:33.000Z,APRIL,,53_14.0,"Bangya_Johann (Jânos),Hirsch_Wilhelm",53_14,,,ObjectId(6311812eb9368b44567ee791),false,,,,53_14_1731,,,,1853,,1731,true,,Cluss_Adolf,false,true,,,recg0haoxL1rdSN9i,14.    Political Affairs.,"Letter,Legal Issues",,Apr,false,,"M_374,ME_72,ME_145",,checked,227,14,,,,,,,8,false,53:14,"M hears from Cluss (Mar 24) that the police agent W. Hirsch will publish his “Confessions of a mouchard,” claiming that M gave the ms of The great men of the emigration (#ME72) to the police, distorting M’s relation to Bangya. "
,2020-12-17T01:44:33.000Z,APRIL,,53_14.1,Hirsch_Wilhelm,53_14,,,ObjectId(6311812eb9368b44567ee792),false,,,,53_14_1732,,,,1853,,1732,false,,,false,true,,,recgn88UG45ZGEwNC,14.    Political Affairs.,Writing,,Apr,false,,,,checked,89,14,,,,,,,9,true,53:14,M writes an expose of Hirsch (#M374) and sends it to a NY German-American paper [-► :19).
,2020-12-17T01:44:33.000Z,APRIL,,53_14.2,,53_14,,,ObjectId(6311812eb9368b44567ee793),false,,,,53_14_1733,,,,1853,,1733,false,,"Cluss_Adolf,Weydemeyer_Joseph",false,false,,,recGEsAvpYupgwLDl,14.    Political Affairs.,Letter,,Apr,false,,,,checked,284,14,,,,,,,17,false,53:14,"Writing to Cluss (in the US), M approves his and Weydemeyer’s connection with Die Reform, an “honest” workers’ paper. (M will maintain this association for the rest of the year; some of his London circle will contribute to Die Reform, which will reprint some of M&E’s NYDT articles.) "
,2020-12-17T01:44:33.000Z,APRIL,,53_14.3,"Stieber_Wilhelm,Goldheim,Hirsch_Wilhelm",53_14,,,ObjectId(6311812eb9368b44567ee794),false,,,,53_14_1734,,,,1853,,1734,false,,"Cluss_Adolf,Weydemeyer_Joseph",false,false,,,rec7zjktj54fDkQb4,14.    Political Affairs.,Legal Issues,,Apr,false,,,,checked,277,14,,,,,,,26,false,53:14,"M is informed anonymously that Berlin Police Chief Stieber and a Prussian police official named Goldheim have met in London to hatch police conspiracies against leftists, still using W. Hirsch. M checks this info, and sends it to Cluss and Weydemeyer for publ in the US press. "
,2020-12-17T01:44:33.000Z,APRIL,,53_14.4,,53_14,,,ObjectId(6311812eb9368b44567ee795),false,,,,53_14_1735,,,,1853,-29,1735,false,,,false,true,,,recSmQmx04G8Bjtjs,14.    Political Affairs.,Writing,,Apr,false,,,,checked,72,14,,,,,,,26,true,53:14,M writes the same info up for the beginning of an NYDT article (#ME145).
,2020-12-17T01:44:33.000Z,APRIL,,53_14.5,,53_14,,,ObjectId(6311812eb9368b44567ee796),false,,,,53_14_1736,,,,1853,,1736,false,,"Marx_Jenny,Lassalle_Ferdinand",false,false,,,recLxqCFyA1ubYOre,14.    Political Affairs.,Letter,,Apr,false,,,,checked,109,14,,,,,,,28,false,53:14,"Lassalle asks Mrs. M to give him the issue numbers of the NYDT with M’s articles, so that he can obtain them."
,2020-12-17T01:44:33.000Z,APRIL,,53_15.0,,53_15,,,ObjectId(6311812eb9368b44567ee797),false,,,,53_15_1737,,,,1853,,1737,false,,,false,false,,,rec7jlep5cPw3e5LD,15. W&P.,Publication,,Apr,false,,"ME_72,ME_25,M_3,M_76,M_77,M_434,M_438,M_479,M_547",,checked,157,15,,,,,,,,false,53:15,"M’s “Revelations” pamphlet (#M762) is reprinted in installs in the Boston Neu-Engiand-Ztg [<— ill], and (Apr c.24) is pubd as a pamphlet in about 500 copies."
