entry_id,year,id,ME_Cyclopedia_id,chron_section,header,header_id,start_approx,month_start,day_start,end_approx,month_end,day_end,text,len,M,E,category,interaction_with,meeting_of,about,read,published_in,where,annos,book,Register_ref,reading,writing,social_network,write,pub,visit,meet,travel,labeled,manual_label,not_in_chronicle,notes,ME_Register,Notebooks_Marx,ME_Register_auto,Entities,03_Register_auto
57_8_2138,1857,2138,57:8,FEBRUARY,8. NYDT: Problems.,8,,Feb,,,,,"NYDT pubs two articles, both on the Anglo-Persian war (#M973, #E635). ",70,checked,checked,Publication,,,Anglo-Persian War,,NYDT,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_8_2139,1857,2139,57:8,FEBRUARY,8. NYDT: Problems.,8,,Feb,6,,,,"Having still received no NYDT issue with an article of his [«— :4], M writes Dana, implying a threat to write for another NY paper, and presenting an “ultimatum.” ",163,checked,,"Letter,Publication Logistics",Dana_Charles Anderson,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_8_2140,1857,2140,57:8,FEBRUARY,8. NYDT: Problems.,8,,Feb,16,,,,"Writing to E, M cites more evidence to show that Dana is under the influence of the Pan-Slavist Gurowski [<— 56:34), hence M’s difficulties.",140,checked,checked,Letter,Engels_Friedrich,,"Dana_Charles Anderson,Gurowski_Count Adam",,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_9_2141,1857,2141,57:9,FEBRUARY,9.   W&P: Offer.,9,,Feb,5,,,,"M receives a letter from Miquel with an offer for him to write for Das Jahrhundert (Hamburg); M rejects this forthwith, since its pages are overrun with articles by such politicos as Ruge, Hess, Meyen, etc.",206,checked,,Letter,Miquel_Johann von,,"Meyen_Eduard,Rüge_Arnold,Hess_Moses",,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_10_2142,1857,2142,57:10,FEBRUARY,10. Economica.,10,,Feb,M,,July,A,"M continues [<— :5] his study of economic literature; he reads and excerpts the new Vol. 5-6 of Tooke’s History of prices, and Macleod’s Theory and practice of banking.",168,checked,,Reading/Study,,,,"Tooke_Thomas,Macleod_Henry Dunning",,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_11_2143,1857,2143,57:11,MARCH,11. NYDT: Problems.,11,,Mar,,,,,"NYDT pubs four articles: on the Anglo-Chinese conflict (#M640) and English political and economic affairs (#M546, 229,154). ",124,checked,,Publication,,,"Anglo-Chinese Conflict,British Political Economy",,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,"M_640,M_229,M_546"
57_11_2144,1857,2144,57:11,MARCH,11. NYDT: Problems.,11,,Mar,21,,,,"M finally receives a reply from Dana, in an amicable tone, (Mar 5) [«- :8], asking M to continue writing. NYDT will pay for one article per week whether pubd or no, plus any others pubd. Dana enumerates the articles lately pubd, and complains of their length. ",260,checked,,"Letter,Publication Logistics",Dana_Charles Anderson,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_11_2145,1857,2145,57:11,MARCH,11. NYDT: Problems.,11,,Mar,24,,,,"Reporting Dana’s letter to E, M points out that his NYDT income is in effect being halved, but he has to accept because of his financial straits.",145,checked,,"Letter,Publication Logistics,Financial","Dana_Charles Anderson,Engels_Friedrich",,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_12_2146,1857,2146,57:12,MARCH,12.    Urquhartite Press.,12,,Mar,25,,,,"M sends Collet the ms for Ch. 5 of the Revelations (etc.) (#M764) and duns him for payment; he also says he has an article for the Free Press, which he gives Collet some days later (before the 31st); it is #M937, on Bangya.",223,checked,,Publication Logistics,Collet_Collet Dobson,,Bangya_Johann (Jânos),,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,M_937
57_13_2147,1857,2147,57:13,MARCH,13. Personal.,13,,Mar,,,July,,"Because of Mrs. M’s worsening health (she has been ill for some time) and his difficult financial situation, M cannot pay the rent, and can hardly work at all [—> :18].",168,checked,,"Health,Financial",Marx_Jenny,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_14_2148,1857,2148,57:14,APRIL,14.    NAC: Beginning.,14,,Apr,6,,,,"Dana writes M inviting him to contribute to the projected New American Cyclopaedia, which he and Ripley will edit; M is to write military articles mainly but not exclusively. ",175,checked,,Letter,"Dana_Charles Anderson,Ripley_Roswell Sabine",,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_14_2149,1857,2149,57:14,APRIL,14.    NAC: Beginning.,14,,Apr,21,,,,"M sends Dana’s letter to E, asking his opinion. ",48,checked,,Letter,"Dana_Charles Anderson,Engels_Friedrich",,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_14_2150,1857,2150,57:14,APRIL,14.    NAC: Beginning.,14,,Apr,22,,,,E exuberantly proposes forming a consortium (“bureau”) to do virtually the whole encyclopedia; he raises many questions about which articles to do.,147,checked,checked,"Letter,Publication Logistics",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_14_2151,1857,2151,57:14,APRIL,14.    NAC: Beginning.,14,,Apr,23,,,,M replies that the “bureau” idea is not feasible; he himself would like to do economists; he will propose subjects to Dana [—► :19).,132,checked,,Letter,"Dana_Charles Anderson,Engels_Friedrich",,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_15_2152,1857,2152,57:15,APRIL,15. NYDT Articles.,15,,Apr,,,,,"NYDT pubs eight articles: three on English politics (#M285, 227, 757), three on Europeans in China (#M803, 282; #E508), two on the British factory system (#M169, 286).",167,checked,checked,Publication,,,"British Political Economy,China,Factory System",,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,"M_169,M_227,M_282,M_285,M_286,M_803"
57_16_2153,1857,2153,57:16,APRIL,16.    Urquhartite Press.,16,,Apr,1,,,,"The last installment of M’s Revelations [etc.] (#M764) is pubd in the Free Press, having been dragged out since Aug 16, 1856. ",126,checked,,Publication,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_16_2154,1857,2154,57:16,APRIL,16.    Urquhartite Press.,16,,Apr,9,,,,"Writing to E, M says the chapters pubd constitute only an “introduction” to the question, in his mind. The Urquhartite editors are dragging their feet on payment, and M may have to break off relations. He recommends that E read Parish’s Diplomatic history of Greece, Urquhart’s Central Asia, and Thiersch on Greece.",315,checked,,Letter,Engels_Friedrich,,Urquhart_David,"Parish_Henry Headley,Urquhart_David,Thiersch_Friedrich Wilhelm",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_17_2155,1857,2155,57:17,APRIL,17. Political Affairs.,17,,Apr,26,,,,"After a hiatus of nearly one and a half years, Lassalle (in Düsseldorf) writes M with an account of his travels, writing, and other activities. After consulting E and W. Wolff, M leaves the letter unanswered.",208,checked,,Letter,"Lassalle_Ferdinand,Wolff_Wilhelm,Engels_Friedrich",,,,,,,,,,,checked,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,
57_18_2156,1857,2156,57:18,APRIL,18. Personal.,18,,Apr,,,,,"Besides other family and financial difficulties [«- :13], M himself falls ill. ",79,checked,,"Health,Marx Sick",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_18_2157,1857,2157,57:18,APRIL,18. Personal.,18,,Apr,22,,,,"In a letter, E addresses M as “Dear Mohr” for the first time [«- 56:10; -*■ 63:11].",83,checked,,Letter,Engels_Friedrich,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_18_2158,1857,2158,57:18,APRIL,18. Personal.,18,,Apr,D,,Oct,,E is very sick for several months; it is difficult for him to do NYDT or NAC articles.,86,,checked,"Health,Writing,Engels Sick",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_19_2159,1857,2159,57:19,MAY,19. NAC Work.,19,,May,8,,,,M tells E he has written to Dana about E’s proposals [<-:14].,61,checked,,Letter,"Dana_Charles Anderson,Engels_Friedrich",,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_19_6728,1857,6728,57:19,MAY,19. NAC Work.,19,,May,8,,,,"Dana sends M a letter with a list of military articles wanted for Vol. 1 under ""A""; he also suggests an article on Aesthetics in one page, and queries the possibility of articles on European economists. ",203,checked,,Letter,Dana_Charles Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
57_19_2160,1857,2160,57:19,MAY,19. NAC Work.,19,,May,23,,,,"M sends Dana’s letter to E; he wonders how the “Yankee” expects to get the articles by July A; he thinks philosophic subjects are hard to do in English, and are too ill-paid. ",175,checked,,Letter,"Dana_Charles Anderson,Engels_Friedrich",,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_19_2161,1857,2161,57:19,MAY,19. NAC Work.,19,,May,28,,,,"E agrees that Aesthetics cannot be done in one page. He discusses what he can do, and appends a list of 23 military articles to be done under “A” (of which only seven will actually be written).",193,,checked,Letter,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_19_2162,1857,2162,57:19,MAY,19. NAC Work.,19,,May,D,,June,,"M works on an article on Aesthetics, studying works by F. T. Vischer, E. Müller, et al; he leaves it unfinished (not extant).",125,checked,,Reading/Study,,,,"Vischer_Friedrich Theodor,Müller_Eduard",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_20_2163,1857,2163,57:20,MAY,20. NYDT Articles.,20,,May,,,,,"NYDT pubs three articles: on the Russian army (#E511), the English economy (#M116), and the Credit Mobilier (#M194, first of two articles).",139,checked,checked,Publication,,,"British Political Economy,Credit Mobilier,Russia",,,,,,,checked,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,"M_194,M_116"
57_20_7619,1857,7619,57:20,MAY,20. NYDT Articles.,20,,May,,,,,"This month, preliminary to writing on the Credit Mobilier for NYDT, M devotes some study to the topic.",102,checked,,Reading/Study,,,Credit Mobilier,,,,,,,,,,,,,,,,,,,,,,,
57_21_2164,1857,2164,57:21,MAY,21. Political Affairs.,21,,May,M,,,,"(rec’d 22): Miquel writes M reporting on his activities in Göttingen and offering some views on polit eco (for which, cf M’s letter to E of May 23).",148,checked,,Letter,"Miquel_Johann von,Engels_Friedrich",,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_22_2165,1857,2165,57:22,MAY,22. Studies.,22,,May,,,,,M studies Swedish and Danish.,29,checked,,Reading/Study,,,,,,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_23_2166,1857,2166,57:23,MAY,23. Personal.,23,,May,,,July,,"M is in great financial distress, unable to pay rent or taxes. In May, because of a liver ailment, he cannot work, writing NYDT articles only with great effort.",160,checked,,"Financial,Marx Sick,Writing",,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_24_2167,1857,2167,57:24,JUNE,24. NAC Work.,24,,June,11,,,,"(rec’d c.27): Dana writes M promising to send the “B” list, and hoping to receive M’s articles soon. He also returns the rejected article “ Saint-Arnaud” (#E720) [«- 56:41]. ",174,checked,,"Letter,Publication Logistics",Dana_Charles Anderson,,Saint-Arnaud_Jacques Leroy de,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_24_2168,1857,2168,57:24,JUNE,24. NAC Work.,24,,June,28,,,,"M sends Dana’s letter to E, wondering how to stall Dana in view of E’s inability to work.",89,checked,,Letter,Engels_Friedrich,,Dana_Charles Anderson,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_25_2169,1857,2169,57:25,JUNE,25. NYDT Articles.,25,,June,,,,,"NYDT pubs five articles: the second article on Credit Mobilier (#M195), the French Bank Act (#M548), Spain (#M410), the Anglo-Persian treaty (#M652), and the Anglo-Chinese situation (#E583). ",191,checked,checked,Publication,,,"French Bank Act,Spain,Anglo-Persian War,Anglo-Chinese Conflict",,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,"M_410,M_652,M_195,M_548"
57_25_2170,1857,2170,57:25,JUNE,25. NYDT Articles.,25,,June,19,,,,M writes an article for NYDT on “British hypocrisy”; not pubd.,62,checked,,Writing,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_25_2171,1857,2171,57:25,JUNE,25. NYDT Articles.,25,,June,30,,,,M begins writing on the uprising in India [-* :29]. (M will cover the Indian liberation movement up to 1859.),109,checked,,Writing,,,Sepoy Uprising,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_26_2172,1857,2172,57:26,JUNE,26. Studies.,26,,June,,,next Feb,,"Besides his studies on polit eco, M works hard at the BM on material for NAC articles, esp because of E’s illness. M studies the history of military science in antiquity (Egypt, Assyria, Greece, Rome) and excerpts the works of Wilkinson, Clausewitz, Schlosser, Müffling, et al.",277,checked,,"Reading/Study,BM Library",,,"General Political Economy,Military Science","Wilkinson,Clausewitz_Karl von,Schlosser,Muffling_Friedrich Karl Ferdinand von",,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_26_6646,1857,6646,57:26,JUNE,26. Studies.,26,,June,11,,,,Marx is issued new library card for the Round Room at the British Museum (not in Chronicle),91,checked,,BM Library,,,,,,,,,,,,,,,,,,,,,"Not in Chronicle. From Higgins, C. (2017). “Seeing ‘Sights’ That Don”t Exist’: Karl Marx in the British Museum Round Reading Room. Library & Information History, 33(2), 81–96. doi:10.1080/17583489.2017.1298892 ",,,,,
57_27_2173,1857,2173,57:27,JUNE,27. Personal.,27,,June,AB,,,,E sojourns in London (fCMC date: May c.30 to June c.10).,56,,checked,Travel,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_28_2174,1857,2174,57:28,JULY,28. NAC Work.,28,,July,,,,,See -* :31.,11,checked,checked,Reading/Study,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,ME_12
57_28_2175,1857,2175,57:28,JULY,28. NAC Work.,28,,July,8,,,,"M writes E that he is in a quandary, since Dana is pressing for articles and E is ill.",86,checked,,Letter,Engels_Friedrich,,Dana_Charles Anderson,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_28_2177,1857,2177,57:28,JULY,28. NAC Work.,28,,July,11,,Aug,10,"This date of composition is ascribed by MEW to the following NAC articles: #E5, 9, 10, 14, 38, 43, 45. ",103,,checked,Writing,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_28_2176,1857,2176,57:28,JULY,28. NAC Work.,28,,July,11,,July,24,E writes his first NAC articles.,32,,checked,Writing,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_28_2178,1857,2178,57:28,JULY,28. NAC Work.,28,,July,16,,,,M sends E his research notes for “Army.”,40,checked,,"Letter,Reading/Study",Engels_Friedrich,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_28_2179,1857,2179,57:28,JULY,28. NAC Work.,28,,July,24,,,-28,"M collects excerpted material on the Spanish Armada and sends it to E, for NAC article #ME12.",93,checked,checked,"Reading/Study,Letter",Engels_Friedrich,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_29_2180,1857,2180,57:29,JULY,29. NYDT Articles.,29,,July,,,,,"NYDT pubs two articles: on the European situation (#M819), and M’s first article on the Indian uprising (#M772).",112,checked,,Publication,,,Sepoy Uprising,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,"M_772,M_819"
57_30_2181,1857,2181,57:30,JULY,30. Economica.,30,,July,,,,,"M drafts the ms “Bastiat and Carey” (#M362), the earliest ms of the Grundrisse proper; he leaves it unfinished.",111,checked,,Writing,,,"Bastiat_Frédéric,Carey_Henry Charles",,,,,Grundrisse,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Unnamed record,,,,"M_361,M_362"
57_31_2183,1857,2183,57:31,JULY,31. Studies.,31,,July,,,next Mar,,"In connection with military articles for NAC, E studies and excerpts works by Rüstow, Kaye, Jomini, Clausewitz, et al.",118,,checked,Reading/Study,,,,"Rüstow_Friedrich Wilhelm,Kaye,Jomini_Baron Henri,Clausewitz_Karl von",,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_31_2182,1857,2182,57:31,JULY,31. Studies.,31,,July,AB,,,,"M studies the history of warfare in antiquity, and excerpts the subject literature for E, for the NAC article “Army” (#E36).",124,checked,,Reading/Study,,,Military Science,,,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_32_2184,1857,2184,57:32,JULY,32.    Personal.,32,,July,8,,,,Mrs. M gives birth to a child which dies immediately.,53,checked,,"Birth of Child,Death of Child,Family",Marx_Jenny,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_32_2185,1857,2185,57:32,JULY,32.    Personal.,32,,July,14,,,,"M is worried about E’s state of health, and writes him counseling abstention from all work.",91,checked,,"Health,Letter",Engels_Friedrich,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_32_2186,1857,2186,57:32,JULY,32.    Personal.,32,,July,28,,Nov,6,"E goes for a long rest cure to the seashore at Waterloo (near Liverpool), at Ryde (Isle of Wight), and on Jersey. During this time he can do even less writing for M than before.",177,,checked,Travel,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_32_2187,1857,2187,57:32,JULY,32.    Personal.,32,checked,July,D,,,,Edgar Bauer visits M.,21,checked,,In-Person Meeting,Bauer_Edgar,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,
57_33_2188,1857,2188,57:33,AUGUST,33. NAC Work.,33,,Aug,,,,,"E begins writing the long NAC article “Army” (#E36) [-► :38]. By Aug c.10 he has finished seven “A” articles [«- :28), and around this date he writes two more (#E1, 7—the latter is a longish one on Afghanistan). ",212,,checked,Writing,,,Afghanistan,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_33_2189,1857,2189,57:33,AUGUST,33. NAC Work.,33,,Aug,26,,,,"M sends E the list of “B” articles sent in by Dana a while ago. Since they are mostly militaria and E cannot do much work, the situation is “not very good."" M encloses a new letter from Dana received Aug 17.",207,checked,,Letter,"Engels_Friedrich,Dana_Charles Anderson",,Dana_Charles Anderson,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_34_2190,1857,2190,57:34,AUGUST,34. NYDT Articles.,34,,Aug,,,,,"NYDT pubs six articles, plus a seventh sent in long ago (#M498). Of the six, all but one (#M621) are on the Indian revolt (#M766, 401, 557, 846, 400).",150,checked,,Publication,,,Sepoy Uprising,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,"M_400,M_401,M_498,M_557,M_621"
57_35_2191,1857,2191,57:35,AUGUST,35. Economica.,35,,Aug,D,,Sep,M,"M drafts an intro to his planned work on polit eco (#M365, now called Intro to the Grundrisse).",95,checked,,Writing,,,General Political Economy,,,,,Grundrisse,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,"M_361,M_365"
57_36_2192,1857,2192,57:36,AUGUST,36. Studies.,36,,Aug,AB,,,,"M studies the latest medical literature in French, English, and German on the subject of E’s illness.",101,checked,,"Reading/Study,Health",,,Engels_Friedrich,,,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_37_2193,1857,2193,57:37,AUGUST,37. Visitors.,37,checked,Aug,10,checked,Aug,15,"Imandt, visiting from Dundee, stays with the M family.",54,checked,,In-Person Meeting,Imandt_Peter,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_37_2194,1857,2194,57:37,AUGUST,37. Visitors.,37,,Aug,M,,,,K. Schramm visits M on returning horn America.,46,checked,,In-Person Meeting,Schramm_Konrad,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,,,
57_38_2195,1857,2195,57:38,SEPTEMBER,38. NAC Work.,38,,Sep,,,,,"Twenty-two articles are finished and sent off. The longest of these, “Army” (#E36), had been started in Aug. Ten of these have been written or completed by M, all being biographies, of which only one (#M87, Blum) is nonmilitary and one (#M97, Bourrienne) is semimilitary; the rest are on French generals (#M82, 83, 117; #ME24), Russian generals (#ME18, 20), and one Pole (#ME19). E is represented by 10 short pieces on military terms (#E19, 61-64, 72, 82, 84, 92, 98), plus “Algeria” (#E12). In addition, three others have been started (#ME17, 23; #M81), to be finished in Oct.",577,checked,checked,Publication,"Bourrienne_Louis,Blum_Robert",,Algeria,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,"ME_17,ME_18,ME_19,ME_20,ME_23,ME_24,M_81,M_82,M_83,M_87,M_97,M_117"
57_38_6530,1857,6530,57:38,SEPTEMBER,38. NAC Work.,38,checked,Sep,11,,Sep,22,"M&E exchange four letters discussing the career of Bemadotte for the NAC article. The M-E correspondence at this time contains several discussions of other figures, incl Blücher at some length. ",194,checked,checked,Letter,,,"Bernadotte,Blücher_Gebhart Leberecht von",,,,,,,,,,,,,,,,,,,,,,,
57_38_2196,1857,2196,57:38,SEPTEMBER,38. NAC Work.,38,,Sep,18,,,,"E’s letter indicates he is going to do some articles (e.g., on French generals), but he can work only two hours at a time. ",123,checked,checked,"Writing,Letter",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_38_2197,1857,2197,57:38,SEPTEMBER,38. NAC Work.,38,,Sep,21,,,,M tells E of the devices he has used to stall Dana’s demand for speed. On Sep 18 he received a curt letter from Dana about this.,128,checked,,Letter,"Dana_Charles Anderson,Engels_Friedrich",,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_38_2198,1857,2198,57:38,SEPTEMBER,38. NAC Work.,38,,Sep,22,,,,E promises to do some “B” articles.,35,,checked,"Writing,Letter",,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_38_2199,1857,2199,57:38,SEPTEMBER,38. NAC Work.,38,,Sep,23,,,,M is depending on payment for NAC articles to get him out of financial straits.,79,checked,,Financial,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_38_2200,1857,2200,57:38,SEPTEMBER,38. NAC Work.,38,,Sep,25,,,,"M evaluates encyclopedias used in the course of the NAC work. Acknowledging receipt of E’s “Army” (#E36), and praising it, M discusses the social role of armies in history.",172,checked,,Letter,Engels_Friedrich,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_39_2201,1857,2201,57:39,SEPTEMBER,39. NYDT Articles.,39,,Sep,,,,,"NYDT pubs six articles: four on the Indian revolt (#M767, 403, 421, 113), one on the Credit Mobllier (#M333), and one on the political situation in Europe (#M676).",163,checked,,Publication,,,"Sepoy Uprising,Credit Mobilier,General European Politics",,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,"M_403,M_421,M_676,M_113,M_767"
57_40_2202,1857,2202,57:40,SEPTEMBER,40. Economica.,40,,Sep,M,,,,M finishes [«-:35] the draft now called Intro to the Grundrisse (#M365).,72,checked,,Writing,,,,,,,,Grundrisse,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,"M_361,M_365"
57_41_2203,1857,2203,57:41,OCTOBER,41.   NAC Work.,41,,Oct,6,,,,E sends M a list of suggested “C” articles.,43,checked,checked,Letter,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,"ME_12,ME_17,ME_23,M_81"
57_41_2206,1857,2206,57:41,OCTOBER,41.   NAC Work.,41,,Oct,29,,,,E asks M to send him Dana’s “D” list.,37,,checked,Letter,,,Dana_Charles Anderson,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_41_2204,1857,2204,57:41,OCTOBER,41.   NAC Work.,41,,Oct,AB,,,,"E writes seven short militaria (#E86-91, 97) and starts a long piece on “Artillery” (#E41) [-► :46).",100,,checked,Writing,,,Military Science,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_41_2205,1857,2205,57:41,OCTOBER,41.   NAC Work.,41,,Oct,CD,,,,"The article on “Armada, Spanish” is finished (#ME12). Three other articles, started in Sep, are finished (#ME17, 23; #M81—the last two are long articles on Blücher and Bemadotte on which M&E had corresponded). ",210,checked,checked,Writing,,,"Blücher_Gebhart Leberecht von,Bernadotte",,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_42_2207,1857,2207,57:42,OCTOBER,42. NYDT Articles.,42,,Oct,,,,,"NYDT pubs three articles, all on the Indian revolt (#M768-70).",62,checked,,Publication,,,Sepoy Uprising,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,M_769
57_42_2209,1857,2209,57:42,OCTOBER,42. NYDT Articles.,42,checked,Oct,,,,,"Around this time M sends NYDT five articles on Bonaparte’s financial policies which were not pubd (according to M’s later letter of Apr 2,1858).",144,checked,,Publication Logistics,,,Bonaparte_Louis Napoleon,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_42_2208,1857,2208,57:42,OCTOBER,42. NYDT Articles.,42,,Oct,13,,,,"(rec’d 26): Dana writes M that because of the economic crisis the NYDT has dismissed all its European correspondents save M and Bayard Taylor; he asks M to write only one article per week, at present mainly on India and the “financial crisis.”",243,checked,,Letter,Dana_Charles Anderson,,Taylor_Bayard,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,
57_43_2210,1857,2210,57:43,OCTOBER,43. Studies.,43,,Oct,,,Feb,D,"M works intensively on the development of the economic crisis, and collects copious material on its course in Europe and America. He excerpts and annotates periodicals, and fills notebooks on the main processes and phenomena of the crisis in various countries. He also discusses it in correspondence with E, who sends him data relating to Manchester [-» :49).",359,checked,,Letter,Engels_Friedrich,,Economic Crisis,,,,,,,checked,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,
57_44_2211,1857,2211,57:44,OCTOBER,44. Economica.,44,,Oct,,,,,M begins drafting a “Chapter on money” for his planned opus; this is the first chapter of the so-called Grundrisse (#M361) in Notebook 1 of this series.,152,checked,,Writing,,,General Political Economy,,,,,Grundrisse,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,M_361
