id,full_name,short_names,last_name,first_name,gabriel_desc,desc,glossary_entry,glossary_desc,mega_digital_url,mega_digital_url2,category,birth,death,nationality_full,nationality,active_in,born,orgs,link,link2,link2_note,Chronicle_Interaction,num_interactions,Chronicle_OCR 2,Chronicle_About,Notebooks_Marx,num_nb,num_pages_cumulative,ME_Library_Books_autostart,chronicle_letters_link,letters_chronicle_2,letters_chronicle_3,Notebooks_Texts,Notebooks_Texts_manual,ME_Register,Chronicle_Yearly,Chronicle_Yearly 2,chronicle_where,chronicle_published_in,MECW_Letters,ME_Register_auto,Chronicle_Yearly 3,Chronicle_Yearly 4,Chronicle_Yearly 5,Chronicle_Yearly 6,interaction_prop,num_interactions_marx,marx_interaction_prop,Padover_Letters,Padover_Letters 2,m_first_meeting_date,m_first_meeting_link,m_first_meeting_notes,m_first_meeting_year,num_letters_from_m,Geldsystem,Associates,Proudhon_Cahiers,Num_About,Imported table,N0_Nietzsche_Books_Read,N0_Nietzsche_Library,B0_Bastiat_Correspondence,JSM00_Letters
Engels_Friedrich Sr.,,,Engels,Friedrich Sr.,pious Barmen businessman and father of Marx’s closest associate.,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Engels_Hermann,,,Engels,Hermann,,,,,,,Person,,,,,,,,,,,"42_27_194,76_36_4489,95_37_6454",3,,,,0,0,,C194,,,,,,,,,,"1167_Engels_Hermann Engels, 1193_Engels_Hermann Engels, 1333_Engels_Hermann Engels, 1342_Engels_Hermann Engels, 1477_Engels_Hermann Engels, 1803_Engels_Hermann Engels, 1610_Engels_Hermann Engels, 1661_Engels_Hermann Engels, 2333_Engels_Hermann Engels, 2335_Engels_Hermann Engels, 2400_Engels_Hermann Engels, 2402_Engels_Hermann Engels, 2882_Engels_Hermann Engels, 3190_Engels_Hermann Engels, 3203_Engels_Hermann Engels, 3275_Engels_Hermann Engels, 3310_Engels_Hermann Engels, 3350_Engels_Hermann Engels, 3370_Engels_Hermann Engels, 3523_Engels_Hermann Engels, 3524_Engels_Hermann Engels, 3528_Engels_Hermann Engels, 3534_Engels_Hermann Engels, 3592_Engels_Hermann Engels, 3601_Engels_Hermann Engels, 3602_Engels_Hermann Engels, 3680_Engels_Hermann Engels, 3733_Engels_Hermann Engels, 3879_Engels_Hermann Engels, 3891_Engels_Hermann Engels, 3910_Engels_Hermann Engels, 3920_Engels_Hermann Engels",,,,,,0.0004,0,0.0000,,,,,,,,,,,0,,,,,
Engels_Marie,,,Engels,Marie,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,13_Engels_Marie Engels,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Engels_Rudolf,,,Engels,Rudolf,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,"1217_Engels_Rudolf Engels, 1831_Engels_Rudolf Engels, 1946_Engels_Rudolf Engels, 2248_Engels_Rudolf Engels, 2274_Engels_Rudolf Engels, 2431_Engels_Rudolf Engels",,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Engelskirchen,,,Engelskirchen,,,,,,,,City,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,"69_52_3570,73_50_4230",,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
England,,,England,,,,,,,,Country,,,,,,,,,,,,0,,"59_75_7201,74_30_4302,74_30_4306",,0,0,,,,,,,,,,,,,,,,,45_2,0.0000,0,0.0000,,,,,,,,,,,3,,,,,
Englisch Cyclopaedia_The,,,Englisch Cyclopaedia,The,,,,,,,Person,,,,,,,,,,,,0,,,968_The Englisch Cyclopaedia ;,1,0,,,,,,1451_Englisch Cyclopaedia_The_English Cyclopaedia,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Enschut_Cornells Adrianus (van),,,Enschut,Cornells Adrianus (van),,,,,,,Person,,,,,,,,,,,,0,,,1783_Over de Bevoegdheid der Markgenootschappen...,1,6,"""394_Over de bevoegdheid der markgenootschappen, om de markgronden door afsluiting te bevrijden van het weiden van het vee uit de aangrenzende buurschappen, overeenkomstig de thans bestaande wetten; met eene beoordeeling dier wetten, naar de beginselen van het algemeene regt, de romeinsche en oude vaderlandsche wetten.""",,,,,1452_Enschut_Cornells Adrianus (van)_Over de Bevoegdheid,,,,,,,,,,78_46,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ensor_George,,,Ensor,George,,,Ensor_George,"(1796 to 1843) English publicist. Critic of English rule in Ireland, as in his Anti-union (1831); Observations on the present state of Ireland (1814); Defects of the English laws and tribunals (1812). Opponent of Malthus' economics, as in An inquiry concerning the population of nations (1818), which M cited in Capital; also cf. his The poor and their relief (1823). -* 69:75.",,,Person,,,British,British,,,,,,,,0,,,1124_Of Property and of its Equal Distribution...,1,2,,,,,,1453_Ensor_George_Of Property and Of Its Equal Distribution...,,,69_75,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Enß_Abraham,,,Enß,Abraham,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,395_Engels Attentat auf den gesunden Menschenverstand oder Der wissenschaftliche Bankerott im Marxistischen Sozialismus. Ein offener Brief an meine Freunde in Berlin,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
"Eon de Beaumont_Charles Genevieve Louis Auguste Andre Timothee, genannt chevalier d’",,,Eon de Beaumont,"Charles Genevieve Louis Auguste Andre Timothee, genannt chevalier d’",,,,,,,Person,,,,,,,,,,,,0,,,,0,0,"""396_Mémoires du Chevalier d'Éon. Publiés pour la première fois sur les papiers fournis par sa famille, et d'après les matériaux authentiques déposés aux archives des affaires étrangères. Par Frédéric Gaillardet. T. 1.""",,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Epicurus,,,Epicurus,,"Greek philosopher who promoted the material basis of life as experienced by the senses, not superstition, with serenity achieved through simple living and virtue.",philosopher,,,,,Person,,,Greek,Greek,,,,,,,,0,,64_14_2698,"3_Epicurus Menoeceo,4_Epicurus Herodoto",2,0,,,C2698,,,193_Epicurus_Fragmenta librorum II. et XI. de natura in voluminibus papyraceis ex Herculano erutis reperta,,,"39_1,40_1",,,,,40_1,,,,0.0000,0,0.0000,,,,,,,,,,,1,,,,,
Epiktet,,,Epiktet,,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,387_Epiktet_Handbuch,,,
Erasmus von Rotterdam,,,Erasmus von Rotterdam,,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,11_Erasmus von Rotterdam_Das Lob der Narrheit,,
Erbslöh_Karl August,,,Erbslöh,Karl August,,,Erbslöh_Karl August,"(1819 to 1894) A friend and schoolmate of E in Barmen, who became a Barmen manufacturer. (His son, Karl Alexander, married E’s niece Elisabeth, i.e., brother Emil’s daughter.) -* 42:32.",,,Person,,,,,,,,,,,42_32_207,1,,,,0,0,,C207,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Ercole_P. d.,,,Ercole,P. d.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,"""512_Ercole_P. d._Notizia degli scritti e del pensiere filosofico di Pietro Ceretti, accompagnata da un cenno autobiografico del medesimo, intitolato """"La mia celebrita""""""",,,
Erdmann_Otto Linne,,,Erdmann,Otto Linne,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,"""397_Grundriss der allgemeinen Waarenkunde. Zum Gebrauche für Handels- und Gewerbschulen sowie zum Selbstunterricht entworfen. 8., verb, und stark verm. Aufl. Mit 43 Holzschnitten und einer Tafel mit mikroskopischen Abbildungen.""",,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Erlach_F. K. Freiherr von,,,Erlach,F. K. Freiherr von,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,"""445_Erlach_F. K. Freiherr von_Die Volkslieder der Deutschen, 5 Bände, Mannheim, 1834-1836; Bd. 4, 1835""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ermen_Gottfried,,,Ermen,Gottfried,Engels’s partner in the Manchester firm of Ermen & Engels.,,Ermen_Gottfried,"Ang J. Godfrey; full Peter Jakob Gottfried (1812 to 1899) A founding partner in the Ermen & Engels mills in Manchester and Engelskirchen. After his brother Peter’s retirement in 1852, he became the chief partner in the Manchester enterprise and managed it till its dissolution. In 1874-1875 he founded, together with Henry John Roby, the firm of Ermen & Roby, Manchester. —It was therefore Gottfried/Godfrey who was E’s principal in the period 1851-1864, thereafter his partner till the buy-out. Though German-bom, he was considerably anglicized by long residence in England. -» 62:51; 64:19.5; 68:67; 69:3.",,,Person,,,,,,,,,,,"62_51_2575,64_19_2715",2,,,,0,0,,"C2575,C2715",,,,,,,,,,"904_Engels_Gottfried Ermen, 2217_Engels_Gottfried Ermen",,,,,,0.0003,0,0.0000,,,,,,,,,,,0,,,,,
Ermen_Peter,,,Ermen,Peter,,,Ermen_Peter,"(Albert); Angi. Pitt (1802 to 1889) Oldest of the Ermen brothers; according to the IML biography by Gemkow et al., a Dutchman by birth; one of the founding partners of Ermen & Engels (which see, for the background). Peter had founded the Manchester mill—on the outskirts of the city; making cotton cloth and knitting yams as well as thread—in 1820 with his brothers Gottfried and Anton; it took the name Ermen & Engels when the Ermens merged their business with Engels Sr. Peter retired from the business in 1852; after renegotiations with Engels Sr., Gottfried became the managing director in Manchester. -* 38:9; 42:27.",,,Person,,,,,,,,,,,42_27_195,1,,,,0,0,,C195,,,,,,,,,,,,,,,,0.0001,0,0.0000,,,,,,,,,,,0,,,,,
Ernst_Paul,,,Ernst,Paul,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,3342_Engels_Paul Ernst,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ersch_Johann Samuel,,,Ersch,Johann Samuel,,,,,,,Person,,,German,German,,,,https://en.wikipedia.org/wiki/Allgemeine_Encyclop%C3%A4die_der_Wissenschaften_und_K%C3%BCnste,,,,0,,,"660_Dänemark,965_Allgemeine Enzyclopaedie",2,2,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ersov_G.,,,Ersov,G.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Espinas_A.,,,Espinas,A.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,"384_Espinas_A._Die thierischen Gesellschaften,435_Espinas_A._Die thierische Gesellschaften",,,
Essellen_Ch.,,,Essellen,Ch.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,"""917_Becker_Johann Philipp, Essellen_Ch._Geschichte der süddeutschen Mai-Revolution des Jahres 1849, Genf, 1849.""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Esser_J. P.,,,Esser,J. P.,,,Esser_J. P.,"At the time of his proposal to M in 1843, he was a counselor to the Rhenish Court of Appeals in Berlin; previously, an officer of the Prussian judiciary in Trier, involved in the trial of M’s father in 18321833, and a friend of M’s father, whom M used to visit during his stay at Berlin U. Later (1848) he became a liberal deputy to the Prussian National Assembly, and (1849) to the Prussian Second Chamber. In these assemblies he was called “Esser III” because of the plethora of Essers. (For the three Essers in the 1848 assemblies, see the index to MEW 6 or MECW 8; for other Essers, see D. Dowe, Aktion und Organisation.) In some works, this J. P. Esser has been erroneously identified with C. J. Esser (above). -> 43:16.",,,Person,,,,,,,,,,,"43_16_257,48_84_960,49_6_987,49_9_1000,49_11_1014,49_19_1049",6,,,,0,0,,"C257,C960,C987,C1000,C1014,C1049",,,,,,,,,,,,,,,,0.0008,3,0.0007,,,,,,,,,,,0,,,,,
Estancelin_L. Ch. A.,,,Estancelin,L. Ch. A.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,"""949_Estancelin_L. Ch. A._[Speech in the Legislative Assembly on June 19, 1849.] In: Le Moniteur universel No. 171, June 20, 1849.""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Esterno,,,Esterno,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,Unnamed record,0,,,,,
Estienne_Henri,,,Estienne,Henri,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,Unnamed record,0,,,,,
Eucken_R.,,,Eucken,R.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,153_Eucken_R._Die Bedeutung des Aristoteles für die Gegenwart,,,
Eudes_Emile,,,Eudes,Emile,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,2083_Marx_Emile Eudes,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Euler,,,Euler,,,,,,,,Person,,,,,,,,,,,,0,,82_47_5064,,0,0,,,,,,,,,78_1,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,1,,,,,
Euripides,,,Euripides,,,,,,,,Person,,,,,,,,,,,,0,40_17_137,,,0,0,,,,C137,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Eusebius Pamphilius,,,Eusebius Pamphilius,,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,194_Eusebius Pamphilius_Praeparatio evangelica...,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Evans_David Morier,,,Evans,David Morier,,,,,,,Person,,,"Welsh,British",British,,,,https://en.wikipedia.org/wiki/David_Morier_Evans,,,,0,,,"""169_The commercial crisis 1847-1848, being facts and figures illustrative of the events of that important period etc."",""236_The City or the Physiology of London Business; with Sketches on Change, and at the Coffee Houses""",2,0,,,,,,"""950_Evans_David Morier_The Commercial Crisis 1847-1848, London, 1848"",1454_Evans_David Morier_The City or the Physiology of London Business...",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Evelyn_John,,,Evelyn,John,,,,,,,Person,,,British,British,,,,https://en.wikipedia.org/wiki/John_Evelyn,,,,0,,,"1366_A Philosophical Discourse of Earth,2456_A Philosophical Discourse of Earth",2,2,,,,,,57_Evelyn_John_Philosophical Discourse on EArth,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Evening Standard,,,Evening Standard,,,,,,,,Newspaper,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,71_46_4037,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Evening Star,,,Evening Star,,,,,,,,Newspaper,,,,,,,,,,,,0,,,"""1352_Reynold's Newspaper, Builder, Evening Star [teils von Laura (Jenny jun.?) Marx ; S. 128-129 z.T. abgerissen];""",1,17,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ewerbeck_August Hermann,Hermann Ewerbeck,['Ewerbeck'],Ewerbeck,August Hermann,"German doctor exiled in Paris and future member of the Communist League. A leader of the Paris League of the Just, to which he introduced Marx.",radical journalist,,,,,Person,1816,1860,German,German,Paris,Danzig,"League of the Just,Communist Correspondence Committee,NRZ,Communist League",,,,"44_13_303,45_33_423,46_8_6465,46_15_465,46_29_496,46_29_497,48_30_728,48_33_737,48_34_741,48_46_784,48_50_792,48_74_903,48_79_928,48_85_963,49_4_981,49_29_1097,51_45_1444,52_7_1520",18,,,,0,0,401_L'Allemagne et les Allemands,"C303,C423,C6465,C465,C496,C497,C728,C737,C741,C784,C792,C903,C928,C963,C981,C1097,C1444,C1520",,,,342_Ewerbeck_August Hermann_Qu'est-ce que la religion d'après la nouvelle philosophie allemande,,,,,,,,,,,,0.0024,16,0.0035,,,,,,,,,,,0,,,,,
F. H. Nestler & Melle's Verlag,,,F. H. Nestler & Melle's Verlag,,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,"3012_Engels_F. H. Nestler & Melle's Verlag, 3038_Engels_F. H. Nestler & Melle's Verlag",,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Fabian_H. W.,,,Fabian,H. W.,,,,,,,Person,,,,,,,,,,,80_43_4822,1,,,,0,0,,,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Fabrice_Baron de,,,Fabrice,Baron de,,,,,,,Person,,,,,,,,,,,,0,,,908_Anecdotes du séjour du Roi de Suède...,1,4,,,,,,1455_Fabrice_Baron de_Anecdotes du séjour...,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Factory System,,,Factory System,,,,,,,,Concept,,,,,,,,,,,,0,,57_15_2152,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,1,,,,,
Faerber_Salo,,,Faerber,Salo,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,2957_Engels_Salo Faerber,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Faidherbe_Louis Leon Cesar,,,Faidherbe,Louis Leon Cesar,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,"""407_Campagne de l’armee du Nord en 1870-1871, avec une carte, des notes et des pièces justificatives""",,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Fall of Kars,,,Fall of Kars,,,,,,,,Event,,,,,,,,,,,,0,,"56_12_2050,56_12_2052,56_13_2055,56_15_2060,56_16_2061,56_17_2065,56_21_2072",,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,7,,,,,
Fallmerayer_Jakob Philipp,,,Fallmerayer,Jakob Philipp,,,,,,,Person,,,,,,,,,,,,0,,,659_Fragmente aus dem Orient,1,2,"408_Geschichte der Halbinsel Morea während des Mittelalters. Ein historischer Versuch. Theil 1.2., ""409_Welchen Einfluß hatte die Besetzung Griechenlands durch die Slaven auf das Schicksal der Stadt Athen und der Landschaft Attika? Oder nähere Begründung der im ersten Band der „Geschichte von Morea während des Mittelalters"""" aufgestellten Lehre über die Entstehung der heutigen Griechen. Gelesen in der öffentlichen Sitzung der k. bayerschen Akademie der Wissenschaften""",,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Famin_César,,,Famin,César,,,,,,,Person,,,,,,,,,,,54_19_1873,1,,,689_Histoire de la rivalité et du protectorat des églises chrétiennes en Orient,1,11,,C1873,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Fanton_Aristide,,,Fanton,Aristide,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,2160_Marx_Aristide Fanton,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Fantuzzi_Romualdo,,,Fantuzzi,Romualdo,,,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,3447_Engels_Romualdo Fantuzzi,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Farini_L. C.,,,Farini,L. C.,,,,,,,Person,,,,,,,,,,,,0,,,2548_Lo Stato romano (2nd ed),1,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Faucher_Julius,,,Faucher,Julius,,,,,,,Person,,,,,,,,,,,"60_7_2344,59_34_7530",2,,,480_In der Brankfrage gegen Gustav Julius,1,2,,C2344,,,,"""446_Faucher_Julius_Englische Tagesfragen. In: Allgemeine Literatur-Zeitung, Heft VII, June 1844"",""447_Faucher_Julius_Englische Tagesfragen. (Forsetzung.) Lord Ashley's Amendment. In: Allgemeine Literatur-Zeitung, Heft VIII, July 1844"",""448_Faucher_Julius_Englische Tagesfragen. (Forsetzung.) Ricardos Motion in Betreff der Einfuhrzölle. In: allgemeine Literatur-Zeitung, Heft IX, August 1844.""",,,51_68,,,,,,,,,0.0003,2,0.0004,,,,,,,,,,,0,,,,,
Faucher_L.,,,Faucher,L.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,"""667_Faucher_L._Les coalitions condamnées par les ouvriers anglais. In: Journal des économistes, No. 46, September 1845."",""951_Faucher_L._[Submission of a Bill in the Constituent Assembly on January 26, 1849, on the right of association.] In: Le Moniteur universel No. 27, January 27, 1849""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Faulkner_E. J.,,,Faulkner,E. J.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,825_Engels_E. J. Faulkner,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Fave_lldephonse,,,Fave,lldephonse,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,"""411_Nouveau système d'artillerie de campagne de Louis-Napoléon Bonaparte, Président de la république. Résultats des expériences faites en 1850. Énoncé et examen de toutes les objections. Publ, avec l'autoris. du Ministre de la guerre""",,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Favre_Jules Gabrièl Claude,Jules Favre,['Favre'],Favre,Jules Gabrièl Claude,French foreign minister in the Government of National Defense. He agreed to a tentative armistice in 1871 with Bismarck to formally end hostilities begun in the 1870 Franco-Prussian War. In France’s elected government of 1871 he retained his position and fought against the Paris Commune and the International.,politician,,,,,Person,1809,1880,French,French,,,,,,,"71_2_7641,71_9_3857",2,,"71_2_3832,71_28_3942,71_28_3944,71_30_3957,71_30_3961,71_30_3963",,0,0,,,,,,,,,,,,,,,,,,0.0003,2,0.0004,,,,,,,,,,,6,,,,,
Fawcett_Henry,,,Fawcett,Henry,,,,,,,Person,,,,,,,,,,,,0,,,1964_The Economic Position of the British Labourer,1,3,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,"641_Fawcett,642_Fawcett,643_Fawcett,644_Fawcett,645_Fawcett,646_Fawcett,647_Fawcett,648_Fawcett,649_Fawcett,650_Fawcett,651_Fawcett,652_Fawcett,653_Fawcett,654_Fawcett,655_Fawcett,656_Fawcett,657_Fawcett,658_Fawcett,659_Fawcett,660_Fawcett,661_Fawcett,662_Fawcett,663_Fawcett,664_Fawcett,665_Fawcett,666_Fawcett,667_Fawcett,668_Fawcett,669_Fawcett,670_Fawcett,671_Fawcett,672_Fawcett,673_Fawcett,674_Fawcett,675_Fawcett,676_Fawcett,677_Fawcett,678_Fawcett,679_Fawcett,680_Fawcett,681_Fawcett,682_Fawcett,683_Fawcett"
Fazy_Jean James,,,Fazy,Jean James,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,412_Essai d’un precis de l’histoire de la Republique de Genève. Depuis les temps les plus reculés jusqu'à nos jours. T. 1: L'histoire de la réformation à Genève,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Fearn_Henri Noel,,,Fearn,Henri Noel,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,"""413_The money market: what it is, what it does, and how it is managed. An introduction to financial science. 3. ed., rev. and corr. By a city man""",,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Fechner,,,Fechner,,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,"""420_Fechner_Die physikalische und philosophische Atomlehre, 2nd ed.""",,,
Feilberg_Carl A.,,,Feilberg,Carl A.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,414_The future of North-Eastern Australia. 1880. S. 699-711,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Felkin_W.,,,Felkin,W.,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,,,,,,"""449_Felkin_W._Statistics of the Labouring Classes and Paupers in Nottingham. In: Journal of the Statistical Society of London, Vol. II, London, 1839""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Feller_Friedrich Ernst,,,Feller,Friedrich Ernst,,,Feller_Friedrich Ernst,"(1800 or 1802 to 1859) German philologist and lexicographer; myriad edns of his pocket dictionaries in various languages were in print in mid19th century. In Capital M cited Das Ganze der kaufmännischen Arithmetik by Feller and C. G. Odermann (7th edn, 1859), on commercial arithmetic. M (1869) read his economic writings, perhaps such titles as: Die Staatspapier- und Actien-Börse (1846); Einige Worte über Zettel-Banken (1856). -►69:13.",,,Person,,,German,German,,,,,,,,0,69_13_3477,,2044_,1,0,"""417_Das Ganze der kaufmännischen Arithmetik. Für Handels-, Real- und Gewerbschulen, so wie zum Selbstunterricht für Geschäftsmänner überhaupt. 7., verm. und in Folge der im Münz- und Gewichtswesen eingetretenen Veränderungen z. Theil umgearb. Aufl.""",,,C3477,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Fenians,,,Fenians,,,,,,,,Person,,,,,,,,,,,,0,,"67_41_3244,67_41_3245,67_41_3246,67_45_6549,69_60_3592,69_61_3594,69_65_3606,69_70_3619,70_3_6855,70_11_3655,70_11_3656,72_61_7413",,0,0,,,"C3244,C3245,C3246,C6549",,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,12,,,,,
"Fenner_von Fenneberg, Ferdinand Daniel",,,Fenner,"von Fenneberg, Ferdinand Daniel",,,,,,,Person,,,,,,,,,,,,0,,,,0,0,418_Zur Geschichte der rheinpfälzischen Revolution und des badischen Aufstandes,,,,,,,,,,,76_Engels_Daniel Fenner von Fenneberg,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ferber_Karl Christian Friedrich von,,,Ferber,Karl Christian Friedrich von,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,419_Grundzüge zur Werthschätzung der Landgüter in Mecklenburg,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ferdinand I,,,Ferdinand I,,"Austrian emperor from 1835 to 1848, said to be feebleminded and under the control of Chancellor Clemens von Metternich.",,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ferdinand II,,,Ferdinand II,,"king of the Two Sicilies, a region of southern Italy from Apulia to Sicily, which revolted in 1848, demanding food and a representative government. He regained control after a vicious campaign that earned him the nickname King Bomba and ruled until 1859.",,,,,,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Ferguson_Adam,,,Ferguson,Adam,,,,,,,Person,,,,,,,,,,,,0,,,,0,0,420_Essai sur l'histoire de la societe civile. Ouvr. trad. de l'angl. par Bergier. T. 1.2.,,,,,"""668_Ferguson_Adam_Essai sur l'histoire de la société civile. Ouvrage traduit de l'anglais par M. Bergier. T. II, Paris, 1783.""",,,,,,,,,,,,0.0000,0,0.0000,,,,,,,,,,,0,,,,,
Fermé_Albert,,,Fermé,Albert,,,,,,,Person,,,,,,,,,,,82_15_4987,1,,,,0,0,,,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
Fernfo,,,Fernfo,,,,,,,,,,,,,,,,,,,82_15_4987,1,,,,0,0,,,,,,,,,,,,,,,,,,0.0001,1,0.0002,,,,,,,,,,,0,,,,,
